date,gameid
20020405,LGSS0
20020405,HTOB0
20020405,SKHD0
20020405,LTHH0
20020406,LGSS0
20020407,LGSS0
20020407,HTOB1
20020407,SKHD2
20020407,LTHH1
20020407,HTOB2
20020407,SKHD1
20020407,LTHH2
20020409,HDHT0
20020409,OBLG0
20020409,SSLT0
20020409,HHSK0
20020410,HDHT0
20020410,OBLG0
20020410,HHSK0
20020410,SSLT0
20020411,HDHT0
20020411,OBLG0
20020411,HHSK0
20020411,SSLT0
20020412,HHSS0
20020412,SKHT0
20020412,OBLT0
20020413,HDLG1
20020413,HHSS0
20020413,SKHT0
20020413,OBLT0
20020413,HDLG2
20020414,HHSS0
20020414,SKHT0
20020414,HDLG0
20020414,OBLT0
20020416,SSOB0
20020416,LGSK0
20020416,LTHD0
20020416,HTHH0
20020417,LGSK0
20020417,SSOB0
20020417,LTHD0
20020417,HTHH0
20020418,SSOB0
20020418,LGSK0
20020418,LTHD0
20020418,HTHH0
20020419,LGOB0
20020419,SSSK0
20020419,HTLT0
20020419,HHHD0
20020420,LGOB0
20020420,SSSK0
20020420,HTLT0
20020420,HHHD0
20020421,LGOB0
20020421,SSSK0
20020421,HTLT0
20020421,HHHD0
20020423,OBHT0
20020423,LTLG0
20020423,SKHH0
20020424,HDSS1
20020424,HDSS2
20020424,OBHT0
20020424,LTLG0
20020424,SKHH0
20020425,HDSS0
20020425,OBHT0
20020425,LTLG0
20020425,SKHH0
20020426,SSHT0
20020426,HDOB0
20020426,LTSK0
20020426,LGHH0
20020427,SSHT0
20020427,HDOB0
20020427,LGHH0
20020428,SSHT0
20020428,HDOB0
20020428,LGHH0
20020428,LTSK1
20020428,LTSK2
20020430,SKLG0
