date,gameid
20020501,HTHD0
20020501,OBSS1
20020501,HHLT2
20020501,HHLT1
20020501,OBSS2
20020501,SKLG0
20020502,HTHD1
20020502,HTHD2
20020502,OBSS0
20020502,SKLG0
20020502,HHLT0
20020503,HHLG0
20020503,OBSK0
20020503,SSHD0
20020504,HHLG0
20020504,LTHT1
20020504,OBSK0
20020504,SSHD0
20020504,LTHT2
20020505,LTHT0
20020505,HHLG0
20020505,OBSK0
20020505,SSHD0
20020507,SKSS0
20020508,LTOB1
20020508,HDHH2
20020508,HDHH1
20020508,LTOB2
20020508,SKSS0
20020509,LGHT1
20020509,LGHT2
20020509,SKSS0
20020509,LTOB0
20020509,HDHH0
20020510,HDLT0
20020510,SSLG0
20020510,HTSK0
20020510,OBHH0
20020511,HDLT0
20020511,SSLG0
20020511,HTSK0
20020511,OBHH0
20020512,HDLT0
20020512,SSLG0
20020512,HTSK0
20020512,OBHH0
20020514,LTSS0
20020514,SKOB0
20020514,LGHD0
20020514,HHHT0
20020516,LTSS1
20020516,LTSS2
20020517,OBHD0
20020517,SKLT0
20020517,HTLG0
20020518,HTLG0
20020518,OBHD0
20020519,HTLG0
20020519,OBHD0
20020519,SSHH1
20020519,SSHH2
20020521,HDSK0
20020521,LGLT0
20020521,SSHT0
20020521,HHOB0
20020522,LGLT0
20020522,SSHT0
20020522,HHOB0
20020522,HDSK0
20020523,HDSK0
20020523,LGLT0
20020523,SSHT0
20020523,HHOB0
20020524,LTHD0
20020524,LGSS0
20020524,HTOB0
20020524,HHSK0
20020525,LGSS0
20020525,HTOB0
20020525,HHSK0
20020525,LTHD0
20020526,LGSS0
20020526,HTOB0
20020526,HHSK0
20020526,LTHD0
20020528,SKSS0
20020528,HDLG0
20020528,HTHH0
20020528,OBLT0
20020529,OBLT0
20020529,SKSS0
20020529,HDLG0
20020529,HTHH0
20020530,OBLT0
20020530,SKSS0
20020530,HDLG0
20020530,HTHH0
