date,gameid
20100701,SKHT0
20100701,WOLG0
20100701,LTSS0
20100701,OBHH0
20100703,HHWO0
20100703,LTLG0
20100703,OBSK0
20100703,HTSS0
20100704,HHWO0
20100704,LTLG0
20100704,OBSK0
20100704,HTSS0
20100706,WOLT0
20100706,HTOB0
20100706,SSSK0
20100706,LGHH0
20100707,WOLT0
20100707,SSSK0
20100707,LGHH0
20100708,WOLT0
20100708,HTOB0
20100708,SSSK0
20100708,LGHH0
20100709,HHHT0
20100709,SSWO0
20100709,OBLG0
20100709,SKLT0
20100710,HHHT0
20100710,SSWO0
20100710,OBLG0
20100710,SKLT0
20100711,SSWO0
20100711,OBLG0
20100713,LTWO0
20100713,HHSK0
20100713,OBSS0
20100714,LTWO0
20100714,HTLG0
20100714,HHSK0
20100714,OBSS0
20100715,LTWO0
20100715,HTLG0
20100715,HHSK0
20100715,OBSS0
20100717,SKHT0
20100717,LGSS0
20100717,WOHH0
20100718,SKHT0
20100718,LTOB0
20100718,LGSS0
20100718,WOHH0
20100720,SKWO0
20100720,SSHT0
20100720,LGOB0
20100720,LTHH0
20100721,SKWO0
20100721,SSHT0
20100721,LGOB0
20100721,LTHH0
20100722,SKWO0
20100722,SSHT0
20100722,LGOB0
20100722,LTHH0
20100727,OBWO0
20100727,SKLG0
20100727,HTLT0
20100728,OBWO0
20100728,SKLG0
20100728,SSHH0
20100729,OBWO0
20100729,SKLG0
20100729,HTLT0
20100729,SSHH0
20100730,HHOB0
20100730,HTSK0
20100730,LGLT0
20100730,WOSS0
20100731,HHOB0
20100731,HTSK0
20100731,LGLT0
20100731,WOSS0
