date,gameid
20100901,SSWO0
20100901,SKOB0
20100901,LGLT0
20100902,LTHT0
20100902,SSHH0
20100903,LTHT0
20100903,SKOB0
20100903,SSHH0
20100904,HTOB0
20100904,LGSK0
20100904,SSLT0
20100905,HTOB0
20100905,SSLT0
20100907,HHHT0
20100907,OBSK0
20100907,WOLT0
20100908,HHHT0
20100908,WOOB0
20100908,LTSS0
20100909,HTWO0
20100909,LTLG0
20100909,SKHH0
20100910,LGSS0
20100910,SKHH0
20100911,LTOB0
20100911,SKHH0
20100912,LTOB0
20100912,HTSK0
20100912,LGSS0
20100914,OBHT0
20100914,HHLG0
20100914,SKLT0
20100915,OBHT0
20100915,SKLT0
20100915,WOHH0
20100916,SSHT0
20100916,SKLG0
20100917,OBWO0
20100917,SSHT0
20100917,SKLG0
20100917,LTHH0
20100918,OBWO0
20100918,HTLG0
20100918,LTHH0
20100919,HTLG0
20100919,SKSS0
20100919,LTHH0
20100920,OBWO0
20100921,LGSS0
20100922,SKOB1
20100922,LGWO0
20100922,SKOB2
20100923,WOOB0
20100923,LGSK0
20100924,WOOB0
20100924,LGSK0
20100924,SSLT0
20100925,LTWO0
20100925,SSLG0
20100925,HHSK0
20100926,SSLG0
20100926,WOSK0
20100926,HTHH0
