date,away,home,gameid
20040404,LT,SS,LTSS0
20040404,HT,OB,HTOB0
20040404,LG,SK,LGSK0
20040404,HH,HD,HHHD0
20040405,LT,SS,LTSS0
20040405,HT,OB,HTOB0
20040405,LG,SK,LGSK0
20040405,HH,HD,HHHD0
20040406,SK,HH,SKHH0
20040406,OB,LT,OBLT0
20040406,SS,HT,SSHT0
20040406,HD,LG,HDLG0
20040407,SS,HT,SSHT0
20040407,HD,LG,HDLG0
20040407,OB,LT,OBLT0
20040407,SK,HH,SKHH0
20040408,SK,HH,SKHH0
20040408,OB,LT,OBLT0
20040408,SS,HT,SSHT0
20040408,HD,LG,HDLG0
20040409,HD,HT,HDHT0
20040409,LT,LG,LTLG0
20040409,OB,SK,OBSK0
20040409,SS,HH,SSHH0
20040410,HD,HT,HDHT0
20040410,LT,LG,LTLG0
20040410,OB,SK,OBSK0
20040410,SS,HH,SSHH0
20040411,HD,HT,HDHT0
20040411,LT,LG,LTLG0
20040411,OB,SK,OBSK0
20040411,SS,HH,SSHH0
20040413,LT,HD,LTHD0
20040413,HT,SK,HTSK0
20040413,HH,OB,HHOB0
20040413,LG,SS,LGSS0
20040414,LG,SS,LGSS0
20040414,HH,OB,HHOB0
20040414,HT,SK,HTSK0
20040414,LT,HD,LTHD0
20040415,LG,SS,LGSS0
20040415,HH,OB,HHOB0
20040415,HT,SK,HTSK0
20040415,LT,HD,LTHD0
20040416,OB,SS,OBSS0
20040416,HT,LG,HTLG0
20040416,SK,LT,SKLT0
20040416,HD,HH,HDHH0
20040417,HT,LG,HTLG0
20040417,HD,HH,HDHH0
20040417,OB,SS,OBSS0
20040417,SK,LT,SKLT0
20040418,OB,SS,OBSS0
20040418,HT,LG,HTLG0
20040418,SK,LT,SKLT0
20040418,HD,HH,HDHH0
20040420,LT,HT,LTHT0
20040420,LG,OB,LGOB0
20040420,HH,SK,HHSK0
20040420,SS,HD,SSHD0
20040421,LG,OB,LGOB0
20040421,SS,HD,SSHD0
20040421,LT,HT,LTHT0
20040421,HH,SK,HHSK0
20040422,HH,SK,HHSK0
20040422,LG,OB,LGOB0
20040422,LT,HT,LTHT0
20040422,SS,HD,SSHD0
20040423,HH,SS,HHSS0
20040423,SK,HT,SKHT0
20040423,HD,OB,HDOB0
20040423,LG,LT,LGLT0
20040424,HH,SS,HHSS0
20040424,SK,HT,SKHT0
20040424,HD,OB,HDOB0
20040424,LG,LT,LGLT0
20040425,HH,SS,HHSS0
20040425,SK,HT,SKHT0
20040425,HD,OB,HDOB0
20040425,LG,LT,LGLT0
20040427,OB,HH,OBHH0
20040427,HT,HD,HTHD0
20040427,SK,LG,SKLG0
20040428,SS,LT,SSLT1
20040428,SS,LT,SSLT2
20040428,HT,HD,HTHD0
20040428,OB,HH,OBHH0
20040428,SK,LG,SKLG0
20040429,SK,LG,SKLG0
20040429,SS,LT,SSLT0
20040429,HT,HD,HTHD0
20040429,OB,HH,OBHH0
20040430,SS,OB,SSOB0
20040430,LG,HT,LGHT0
20040430,HD,SK,HDSK0
20040430,LT,HH,LTHH0
20040501,HD,SK,HDSK0
20040501,LT,HH,LTHH0
20040501,LG,HT,LGHT0
20040501,SS,OB,SSOB0
20040502,LG,HT,LGHT0
20040502,SS,OB,SSOB0
20040502,HD,SK,HDSK0
20040502,LT,HH,LTHH0
20040504,HD,SS,HDSS0
20040504,HH,HT,HHHT0
20040504,OB,LG,OBLG0
20040504,LT,SK,LTSK0
20040505,HD,SS,HDSS0
20040505,HH,HT,HHHT0
20040505,OB,LG,OBLG0
20040505,LT,SK,LTSK0
20040506,LT,SK,LTSK0
20040506,OB,LG,OBLG0
20040506,HD,SS,HDSS0
20040506,HH,HT,HHHT0
20040507,SK,SS,SKSS0
20040507,HT,LT,HTLT0
20040507,OB,HD,OBHD0
20040507,HH,LG,HHLG0
20040508,HH,LG,HHLG0
20040508,SK,SS,SKSS0
20040508,HT,LT,HTLT0
20040508,OB,HD,OBHD0
20040511,HD,HT,HDHT0
20040511,LT,OB,LTOB0
20040511,LG,SK,LGSK0
20040511,SS,HH,SSHH0
20040513,LG,SK,LGSK1
20040513,HD,HT,HDHT1
20040513,SS,HH,SSHH1
20040513,LT,OB,LTOB2
20040513,SS,HH,SSHH2
20040513,LG,SK,LGSK2
20040513,LT,OB,LTOB1
20040513,HD,HT,HDHT2
20040514,OB,HT,OBHT0
20040514,SS,LG,SSLG0
20040514,HH,LT,HHLT0
20040514,SK,HD,SKHD0
20040515,SK,HD,SKHD0
20040515,SS,LG,SSLG0
20040516,SS,LG,SSLG0
20040516,SK,HD,SKHD0
20040516,OB,HT,OBHT1
20040516,HH,LT,HHLT1
20040516,OB,HT,OBHT2
20040516,HH,LT,HHLT2
20040518,LG,HH,LGHH0
20040518,HD,LT,HDLT0
20040518,SK,OB,SKOB0
20040518,HT,SS,HTSS0
20040519,SK,OB,SKOB0
20040519,HT,SS,HTSS0
20040519,HD,LT,HDLT0
20040519,LG,HH,LGHH0
20040520,HT,SS,HTSS0
20040520,SK,OB,SKOB0
20040520,HD,LT,HDLT0
20040520,LG,HH,LGHH0
20040521,LG,HD,LGHD0
20040521,LT,OB,LTOB0
20040521,SS,SK,SSSK0
20040521,HT,HH,HTHH0
20040522,SS,SK,SSSK0
20040522,LT,OB,LTOB0
20040522,LG,HD,LGHD0
20040522,HT,HH,HTHH0
20040523,LT,OB,LTOB0
20040523,SS,SK,SSSK0
20040523,LG,HD,LGHD0
20040523,HT,HH,HTHH0
20040525,LT,HT,LTHT0
20040525,SS,LG,SSLG0
20040525,HH,SK,HHSK0
20040525,OB,HD,OBHD0
20040526,LT,HT,LTHT0
20040526,SS,LG,SSLG0
