date,away,home,gameid
20020405,LG,SS,LGSS0
20020405,HT,OB,HTOB0
20020405,SK,HD,SKHD0
20020405,LT,HH,LTHH0
20020406,LG,SS,LGSS0
20020407,LG,SS,LGSS0
20020407,HT,OB,HTOB1
20020407,SK,HD,SKHD2
20020407,LT,HH,LTHH1
20020407,HT,OB,HTOB2
20020407,SK,HD,SKHD1
20020407,LT,HH,LTHH2
20020409,HD,HT,HDHT0
20020409,OB,LG,OBLG0
20020409,SS,LT,SSLT0
20020409,HH,SK,HHSK0
20020410,HD,HT,HDHT0
20020410,OB,LG,OBLG0
20020410,HH,SK,HHSK0
20020410,SS,LT,SSLT0
20020411,HD,HT,HDHT0
20020411,OB,LG,OBLG0
20020411,HH,SK,HHSK0
20020411,SS,LT,SSLT0
20020412,HH,SS,HHSS0
20020412,SK,HT,SKHT0
20020412,OB,LT,OBLT0
20020413,HD,LG,HDLG1
20020413,HH,SS,HHSS0
20020413,SK,HT,SKHT0
20020413,OB,LT,OBLT0
20020413,HD,LG,HDLG2
20020414,HH,SS,HHSS0
20020414,SK,HT,SKHT0
20020414,HD,LG,HDLG0
20020414,OB,LT,OBLT0
20020416,SS,OB,SSOB0
20020416,LG,SK,LGSK0
20020416,LT,HD,LTHD0
20020416,HT,HH,HTHH0
20020417,LG,SK,LGSK0
20020417,SS,OB,SSOB0
20020417,LT,HD,LTHD0
20020417,HT,HH,HTHH0
20020418,SS,OB,SSOB0
20020418,LG,SK,LGSK0
20020418,LT,HD,LTHD0
20020418,HT,HH,HTHH0
20020419,LG,OB,LGOB0
20020419,SS,SK,SSSK0
20020419,HT,LT,HTLT0
20020419,HH,HD,HHHD0
20020420,LG,OB,LGOB0
20020420,SS,SK,SSSK0
20020420,HT,LT,HTLT0
20020420,HH,HD,HHHD0
20020421,LG,OB,LGOB0
20020421,SS,SK,SSSK0
20020421,HT,LT,HTLT0
20020421,HH,HD,HHHD0
20020423,OB,HT,OBHT0
20020423,LT,LG,LTLG0
20020423,SK,HH,SKHH0
20020424,HD,SS,HDSS1
20020424,HD,SS,HDSS2
20020424,OB,HT,OBHT0
20020424,LT,LG,LTLG0
20020424,SK,HH,SKHH0
20020425,HD,SS,HDSS0
20020425,OB,HT,OBHT0
20020425,LT,LG,LTLG0
20020425,SK,HH,SKHH0
20020426,SS,HT,SSHT0
20020426,HD,OB,HDOB0
20020426,LT,SK,LTSK0
