date,away,home,gameid
20050402,HH,HT,HHHT0
20050402,LT,SS,LTSS0
20050402,LG,OB,LGOB0
20050402,SK,HD,SKHD0
20050403,HH,HT,HHHT0
20050403,LT,SS,LTSS0
20050403,LG,OB,LGOB0
20050403,SK,HD,SKHD0
20050405,SS,LG,SSLG0
20050405,HT,SK,HTSK0
20050405,HD,LT,HDLT0
20050405,OB,HH,OBHH0
20050406,HD,LT,HDLT0
20050407,SS,LG,SSLG0
20050407,HT,SK,HTSK0
20050407,HD,LT,HDLT0
20050407,OB,HH,OBHH0
20050408,HD,SS,HDSS0
20050408,HT,OB,HTOB0
20050408,HH,SK,HHSK0
20050408,LG,LT,LGLT0
20050409,HD,SS,HDSS0
20050409,LG,LT,LGLT0
20050410,HT,OB,HTOB0
20050410,HH,SK,HHSK0
20050412,OB,HD,OBHD0
20050412,LT,HH,LTHH0
20050412,SS,HT,SSHT0
20050412,SK,LG,SKLG0
20050413,SS,HT,SSHT0
20050413,SK,LG,SKLG0
20050413,OB,HD,OBHD0
20050413,LT,HH,LTHH0
20050414,SS,HT,SSHT0
20050414,SK,LG,SKLG0
20050414,OB,HD,OBHD0
20050414,LT,HH,LTHH0
20050415,LG,HT,LGHT0
20050415,SK,SS,SKSS0
20050415,LT,OB,LTOB0
20050415,HH,HD,HHHD0
20050416,HH,HD,HHHD0
20050416,LT,OB,LTOB0
20050416,SK,SS,SKSS0
20050416,LG,HT,LGHT0
20050417,LG,HT,LGHT0
20050417,SK,SS,SKSS0
20050417,LT,OB,LTOB0
20050417,HH,HD,HHHD0
20050419,SS,OB,SSOB0
20050419,HD,SK,HDSK0
20050419,HT,LT,HTLT0
20050419,LG,HH,LGHH0
20050420,LG,HH,LGHH0
20050420,SS,OB,SSOB0
20050420,HD,SK,HDSK0
20050420,HT,LT,HTLT0
20050421,HT,LT,HTLT0
20050421,LG,HH,LGHH0
20050421,SS,OB,SSOB0
20050421,HD,SK,HDSK0
20050422,OB,HT,OBHT0
20050422,HD,LG,HDLG0
20050422,SK,LT,SKLT0
20050422,SS,HH,SSHH0
20050423,OB,HT,OBHT0
20050423,HD,LG,HDLG0
20050423,SK,LT,SKLT0
20050423,SS,HH,SSHH0
20050424,OB,HT,OBHT0
20050424,HD,LG,HDLG0
20050424,SK,LT,SKLT0
20050424,SS,HH,SSHH0
20050426,LT,HD,LTHD0
20050426,HH,OB,HHOB0
20050426,LG,SS,LGSS0
20050426,SK,HT,SKHT0
20050427,LG,SS,LGSS0
20050427,SK,HT,SKHT0
20050427,HH,OB,HHOB0
20050427,LT,HD,LTHD0
20050428,LG,SS,LGSS0
20050428,SK,HT,SKHT0
20050428,HH,OB,HHOB0
20050428,LT,HD,LTHD0
20050429,HT,SS,HTSS0
20050429,LT,LG,LTLG0
20050429,OB,SK,OBSK0
20050429,HD,HH,HDHH0
20050430,HD,HH,HDHH0
20050430,OB,SK,OBSK0
20050430,LT,LG,LTLG0
20050430,HT,SS,HTSS0
20050501,HT,SS,HTSS0
20050501,LT,LG,LTLG0
20050501,OB,SK,OBSK0
20050501,HD,HH,HDHH0
20050503,SS,LT,SSLT0
20050503,LG,OB,LGOB0
20050503,HT,HD,HTHD0
20050503,SK,HH,SKHH0
20050504,SK,HH,SKHH0
20050504,SS,LT,SSLT0
20050504,LG,OB,LGOB0
20050504,HT,HD,HTHD0
20050505,SK,HH,SKHH0
20050505,HT,HD,HTHD0
20050505,LG,OB,LGOB0
20050505,SS,LT,SSLT0
20050507,HH,SS,HHSS0
20050507,LT,HT,LTHT0
20050507,HD,OB,HDOB0
20050507,LG,SK,LGSK0
20050508,LG,SK,LGSK0
20050508,HH,SS,HHSS0
20050508,LT,HT,LTHT0
20050508,HD,OB,HDOB0
20050510,HH,LG,HHLG0
20050510,LT,SK,LTSK0
20050510,HD,HT,HDHT0
20050510,OB,SS,OBSS0
20050511,HH,LG,HHLG0
20050511,LT,SK,LTSK0
