date,away,home,gameid
20030405,HH,HT,HHHT0
20030405,OB,SS,OBSS0
20030405,SK,LG,SKLG0
20030405,LT,HD,LTHD0
20030406,HH,HT,HHHT0
20030406,OB,SS,OBSS0
20030406,SK,LG,SKLG0
20030406,LT,HD,LTHD0
20030408,LG,HH,LGHH0
20030408,SS,LT,SSLT0
20030408,HT,OB,HTOB0
20030408,HD,SK,HDSK0
20030409,HT,OB,HTOB0
20030409,HD,SK,HDSK0
20030409,SS,LT,SSLT0
20030409,LG,HH,LGHH0
20030410,LG,HH,LGHH0
20030410,SS,LT,SSLT0
20030410,HT,OB,HTOB0
20030410,HD,SK,HDSK0
20030411,HH,SS,HHSS0
20030412,SK,OB,SKOB1
20030412,HT,LT,HTLT1
20030412,LG,HD,LGHD1
20030412,HT,LT,HTLT2
20030412,HH,SS,HHSS0
20030412,SK,OB,SKOB2
20030412,LG,HD,LGHD2
20030413,HH,SS,HHSS0
20030413,SK,OB,SKOB0
20030413,HT,LT,HTLT0
20030413,LG,HD,LGHD0
20030415,OB,HH,OBHH0
20030415,SS,HD,SSHD0
20030415,LT,LG,LTLG0
20030415,SK,HT,SKHT0
20030416,SK,HT,SKHT0
20030416,LT,LG,LTLG0
20030416,SS,HD,SSHD0
20030416,OB,HH,OBHH0
20030417,SK,HT,SKHT0
20030417,LT,LG,LTLG0
20030417,SS,HD,SSHD0
20030417,OB,HH,OBHH0
20030419,HD,OB,HDOB1
20030419,LG,HT,LGHT2
20030419,SS,SK,SSSK0
20030419,LT,HH,LTHH1
20030419,HD,OB,HDOB2
20030419,LG,HT,LGHT1
20030419,LT,HH,LTHH2
20030420,LT,HH,LTHH0
20030422,HH,HD,HHHD0
20030422,HT,SS,HTSS0
20030422,OB,LG,OBLG0
20030422,SK,LT,SKLT0
20030423,HH,HD,HHHD0
20030423,OB,LG,OBLG0
20030424,SK,LT,SKLT1
20030424,HT,SS,HTSS0
20030424,SK,LT,SKLT2
20030424,HH,HD,HHHD0
20030424,OB,LG,OBLG0
20030426,HH,SK,HHSK1
20030426,SS,LG,SSLG2
20030426,HD,LT,HDLT1
20030426,OB,HT,OBHT2
20030426,SS,LG,SSLG1
20030426,HH,SK,HHSK2
20030426,OB,HT,OBHT1
20030426,HD,LT,HDLT2
20030427,OB,HT,OBHT0
20030427,SS,LG,SSLG0
20030427,HH,SK,HHSK0
20030427,HD,LT,HDLT0
20030430,LG,SK,LGSK1
20030430,HD,SS,HDSS2
20030430,HT,HH,HTHH1
20030430,LT,OB,LTOB2
20030430,LT,OB,LTOB1
20030430,LG,SK,LGSK2
20030430,HD,SS,HDSS1
20030430,HT,HH,HTHH2
20030501,LG,SK,LGSK0
20030501,LT,OB,LTOB0
20030501,HD,SS,HDSS0
20030501,HT,HH,HTHH0
20030503,LT,SS,LTSS0
20030503,LG,OB,LGOB0
20030503,HT,HD,HTHD0
20030503,SK,HH,SKHH0
20030504,LT,SS,LTSS0
20030504,LG,OB,LGOB0
20030504,HT,HD,HTHD0
20030504,SK,HH,SKHH0
20030505,SK,HH,SKHH0
20030505,LT,SS,LTSS0
20030505,LG,OB,LGOB0
20030505,HT,HD,HTHD0
20030506,SK,HD,SKHD0
20030506,SS,HT,SSHT0
20030508,HH,LG,HHLG1
20030508,OB,LT,OBLT2
20030508,SK,HD,SKHD0
20030508,OB,LT,OBLT1
20030508,HH,LG,HHLG2
20030509,LG,LT,LGLT0
20030509,SS,OB,SSOB0
20030509,HT,SK,HTSK0
20030509,HD,HH,HDHH0
20030510,LG,LT,LGLT0
20030510,HD,HH,HDHH0
20030510,SS,OB,SSOB0
20030510,HT,SK,HTSK0
20030511,SS,OB,SSOB0
20030511,HT,SK,HTSK0
20030511,LG,LT,LGLT0
20030511,HD,HH,HDHH0
20030513,HD,HT,HDHT0
20030513,LG,SS,LGSS0
20030513,HH,OB,HHOB0
20030513,LT,SK,LTSK0
20030514,HD,HT,HDHT0
