team,result,i_1,i_2,i_3,i_4,i_5,i_6,i_7,i_8,i_9,i_10,i_11,i_12,R,H,E,B,i_13,i_14,i_15,i_16,i_17,i_18,year,month,day,week,home,away,dbheader
키움,승,0,1,1,0,0,0,2,2,2,-1,-1,-1,8,11,0,7,-1,-1,-1,-1,-1,-1,2020,8,28,4,롯데,키움,0
롯데,패,1,1,0,0,2,0,0,0,0,-1,-1,-1,4,12,1,3,-1,-1,-1,-1,-1,-1,2020,8,28,4,롯데,키움,0
두산,승,0,1,4,3,2,1,0,0,0,-1,-1,-1,11,18,0,6,-1,-1,-1,-1,-1,-1,2020,8,28,4,NC,두산,0
NC,패,0,0,0,1,1,0,0,1,1,-1,-1,-1,4,10,1,4,-1,-1,-1,-1,-1,-1,2020,8,28,4,NC,두산,0
두산,무,0,2,0,1,0,0,0,2,0,-1,-1,-1,5,11,0,3,-1,-1,-1,-1,-1,-1,2020,8,29,5,LG,두산,0
LG,무,0,0,0,0,1,2,2,0,0,-1,-1,-1,5,10,0,1,-1,-1,-1,-1,-1,-1,2020,8,29,5,LG,두산,0
한화,패,0,0,0,0,1,4,2,0,0,-1,-1,-1,7,11,0,2,-1,-1,-1,-1,-1,-1,2020,8,29,5,롯데,한화,0
롯데,승,1,0,5,2,0,0,1,0,-1,-1,-1,-1,9,11,1,6,-1,-1,-1,-1,-1,-1,2020,8,29,5,롯데,한화,0
SK,패,0,0,0,0,0,2,0,0,3,-1,-1,-1,5,9,2,2,-1,-1,-1,-1,-1,-1,2020,8,29,5,NC,SK,0
NC,승,3,0,1,0,1,0,4,0,-1,-1,-1,-1,9,14,0,4,-1,-1,-1,-1,-1,-1,2020,8,29,5,NC,SK,0
삼성,승,0,0,0,0,1,0,0,2,2,-1,-1,-1,5,10,0,2,-1,-1,-1,-1,-1,-1,2020,8,29,5,키움,삼성,0
키움,패,0,0,0,1,0,2,1,0,0,-1,-1,-1,4,8,1,3,-1,-1,-1,-1,-1,-1,2020,8,29,5,키움,삼성,0
KT,승,2,3,1,0,2,0,0,0,0,-1,-1,-1,8,7,1,11,-1,-1,-1,-1,-1,-1,2020,8,30,6,KIA,KT,1
KIA,패,0,0,4,0,0,0,1,0,0,-1,-1,-1,5,10,3,4,-1,-1,-1,-1,-1,-1,2020,8,30,6,KIA,KT,1
두산,패,0,0,0,0,0,0,0,1,0,-1,-1,-1,1,7,1,1,-1,-1,-1,-1,-1,-1,2020,8,30,6,LG,두산,0
LG,승,1,0,0,1,1,0,0,1,-1,-1,-1,-1,4,8,0,6,-1,-1,-1,-1,-1,-1,2020,8,30,6,LG,두산,0
한화,패,0,0,0,1,1,0,0,0,0,-1,-1,-1,2,6,1,2,-1,-1,-1,-1,-1,-1,2020,8,30,6,롯데,한화,0
롯데,승,0,4,0,0,0,1,1,0,-1,-1,-1,-1,6,10,1,3,-1,-1,-1,-1,-1,-1,2020,8,30,6,롯데,한화,0
SK,패,0,0,0,2,2,0,0,0,0,-1,-1,-1,4,7,1,3,-1,-1,-1,-1,-1,-1,2020,8,30,6,NC,SK,0
NC,승,1,4,0,0,0,0,0,2,-1,-1,-1,-1,7,7,0,8,-1,-1,-1,-1,-1,-1,2020,8,30,6,NC,SK,0
삼성,패,0,0,0,0,2,0,0,0,0,-1,-1,-1,2,10,1,1,-1,-1,-1,-1,-1,-1,2020,8,30,6,키움,삼성,0
키움,승,0,1,0,0,2,0,0,0,-1,-1,-1,-1,3,11,0,3,-1,-1,-1,-1,-1,-1,2020,8,30,6,키움,삼성,0
KT,패,2,0,2,0,0,0,1,0,0,-1,-1,-1,5,10,2,3,-1,-1,-1,-1,-1,-1,2020,8,30,6,KIA,KT,2
KIA,승,0,0,0,0,6,0,0,1,-1,-1,-1,-1,7,10,2,4,-1,-1,-1,-1,-1,-1,2020,8,30,6,KIA,KT,2
한화,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,3,1,0,-1,-1,-1,-1,-1,-1,2020,9,1,1,두산,한화,0
두산,승,1,1,1,1,0,0,0,0,-1,-1,-1,-1,4,10,0,2,-1,-1,-1,-1,-1,-1,2020,9,1,1,두산,한화,0
LG,승,0,1,3,4,0,0,0,3,2,-1,-1,-1,13,11,0,9,-1,-1,-1,-1,-1,-1,2020,9,1,1,SK,LG,0
SK,패,2,0,2,0,0,0,1,0,0,-1,-1,-1,5,10,2,6,-1,-1,-1,-1,-1,-1,2020,9,1,1,SK,LG,0
롯데,패,0,0,1,0,1,0,0,0,0,-1,-1,-1,2,6,1,6,-1,-1,-1,-1,-1,-1,2020,9,1,1,KT,롯데,0
KT,승,0,1,4,0,3,0,1,2,-1,-1,-1,-1,11,14,0,3,-1,-1,-1,-1,-1,-1,2020,9,1,1,KT,롯데,0
삼성,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,4,1,1,-1,-1,-1,-1,-1,-1,2020,9,1,1,KIA,삼성,0
KIA,승,0,2,0,0,0,0,2,2,-1,-1,-1,-1,6,9,1,9,-1,-1,-1,-1,-1,-1,2020,9,1,1,KIA,삼성,0
NC,승,0,0,2,0,1,0,0,1,1,-1,-1,-1,5,10,0,4,-1,-1,-1,-1,-1,-1,2020,9,1,1,키움,NC,0
키움,패,0,0,0,0,1,1,0,0,0,-1,-1,-1,2,6,1,2,-1,-1,-1,-1,-1,-1,2020,9,1,1,키움,NC,0
NC,패,0,0,0,0,0,1,0,0,3,-1,-1,-1,4,9,1,4,-1,-1,-1,-1,-1,-1,2020,9,2,2,키움,NC,0
키움,승,0,1,1,1,3,0,0,0,-1,-1,-1,-1,6,7,0,10,-1,-1,-1,-1,-1,-1,2020,9,2,2,키움,NC,0
NC,패,2,0,2,0,0,0,0,1,0,-1,-1,-1,5,16,2,3,-1,-1,-1,-1,-1,-1,2020,9,3,3,LG,NC,0
LG,승,0,0,1,0,0,2,0,3,-1,-1,-1,-1,6,9,2,2,-1,-1,-1,-1,-1,-1,2020,9,3,3,LG,NC,0
KIA,승,1,1,2,0,0,0,0,0,0,-1,-1,-1,4,10,0,1,-1,-1,-1,-1,-1,-1,2020,9,3,3,롯데,KIA,0
롯데,패,0,0,0,2,0,0,0,1,0,-1,-1,-1,3,5,0,3,-1,-1,-1,-1,-1,-1,2020,9,3,3,롯데,KIA,0
두산,패,2,1,2,3,0,0,0,2,0,-1,-1,-1,10,10,3,3,-1,-1,-1,-1,-1,-1,2020,9,3,3,삼성,두산,0
삼성,승,0,1,0,5,0,3,0,2,-1,-1,-1,-1,11,16,2,4,-1,-1,-1,-1,-1,-1,2020,9,3,3,삼성,두산,0
SK,패,1,0,0,0,1,0,0,0,0,-1,-1,-1,2,8,0,5,-1,-1,-1,-1,-1,-1,2020,9,3,3,KT,SK,0
KT,승,4,2,0,0,0,0,0,0,-1,-1,-1,-1,6,12,0,4,-1,-1,-1,-1,-1,-1,2020,9,3,3,KT,SK,0
키움,승,0,0,4,0,2,0,0,0,0,-1,-1,-1,6,9,2,5,-1,-1,-1,-1,-1,-1,2020,9,3,3,한화,키움,0
한화,패,0,0,0,0,4,0,1,0,0,-1,-1,-1,5,11,0,6,-1,-1,-1,-1,-1,-1,2020,9,3,3,한화,키움,0
KIA,승,1,0,0,0,1,1,0,0,3,-1,-1,-1,6,8,0,4,-1,-1,-1,-1,-1,-1,2020,9,4,4,롯데,KIA,1
롯데,패,0,0,0,0,0,0,2,1,0,-1,-1,-1,3,5,2,6,-1,-1,-1,-1,-1,-1,2020,9,4,4,롯데,KIA,1
SK,패,0,1,0,3,0,1,0,0,0,-1,-1,-1,5,10,0,0,-1,-1,-1,-1,-1,-1,2020,9,4,4,KT,SK,2
KT,승,0,0,1,1,2,0,1,0,2,-1,-1,-1,7,9,0,9,-1,-1,-1,-1,-1,-1,2020,9,4,4,KT,SK,2
NC,무,0,0,0,1,4,0,0,0,0,0,0,0,5,13,2,7,-1,-1,-1,-1,-1,-1,2020,9,4,4,LG,NC,0
LG,무,0,1,2,0,0,0,0,2,0,0,0,0,5,13,1,9,-1,-1,-1,-1,-1,-1,2020,9,4,4,LG,NC,0
두산,패,1,0,0,0,0,0,0,4,0,-1,-1,-1,5,8,1,5,-1,-1,-1,-1,-1,-1,2020,9,4,4,삼성,두산,0
삼성,승,2,5,0,2,0,1,1,1,-1,-1,-1,-1,12,16,0,9,-1,-1,-1,-1,-1,-1,2020,9,4,4,삼성,두산,0
키움,패,1,0,0,0,0,0,0,0,0,-1,-1,-1,1,6,1,4,-1,-1,-1,-1,-1,-1,2020,9,4,4,한화,키움,0
한화,승,0,0,0,3,1,0,0,3,-1,-1,-1,-1,7,10,0,7,-1,-1,-1,-1,-1,-1,2020,9,4,4,한화,키움,0
SK,패,0,0,0,0,1,0,0,0,0,-1,-1,-1,1,5,0,2,-1,-1,-1,-1,-1,-1,2020,9,5,5,두산,SK,0
두산,승,0,0,0,1,4,0,0,0,-1,-1,-1,-1,5,6,0,9,-1,-1,-1,-1,-1,-1,2020,9,5,5,두산,SK,0
KT,승,1,0,3,1,1,0,0,2,0,-1,-1,-1,8,11,0,6,-1,-1,-1,-1,-1,-1,2020,9,5,5,키움,KT,0
키움,패,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,5,1,0,-1,-1,-1,-1,-1,-1,2020,9,5,5,키움,KT,0
KIA,승,2,0,0,0,1,1,0,0,1,-1,-1,-1,5,13,1,6,-1,-1,-1,-1,-1,-1,2020,9,5,5,한화,KIA,0
한화,패,0,0,2,0,1,0,0,0,1,-1,-1,-1,4,8,0,3,-1,-1,-1,-1,-1,-1,2020,9,5,5,한화,KIA,0
SK,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,3,1,2,-1,-1,-1,-1,-1,-1,2020,9,6,6,두산,SK,0
두산,승,2,0,4,0,0,2,0,2,-1,-1,-1,-1,10,14,1,5,-1,-1,-1,-1,-1,-1,2020,9,6,6,두산,SK,0
LG,승,0,0,2,0,0,0,2,2,1,-1,-1,-1,7,14,1,1,-1,-1,-1,-1,-1,-1,2020,9,6,6,롯데,LG,0
롯데,패,0,0,0,0,1,0,0,0,0,-1,-1,-1,1,3,2,4,-1,-1,-1,-1,-1,-1,2020,9,6,6,롯데,LG,0
KT,승,0,0,4,0,0,2,0,2,0,-1,-1,-1,8,12,0,5,-1,-1,-1,-1,-1,-1,2020,9,6,6,키움,KT,0
키움,패,0,4,0,0,0,0,2,1,0,-1,-1,-1,7,9,1,4,-1,-1,-1,-1,-1,-1,2020,9,6,6,키움,KT,0
KIA,승,1,0,0,0,0,0,7,0,0,-1,-1,-1,8,10,0,4,-1,-1,-1,-1,-1,-1,2020,9,6,6,한화,KIA,0
한화,패,0,0,0,0,0,1,0,3,0,-1,-1,-1,4,10,1,0,-1,-1,-1,-1,-1,-1,2020,9,6,6,한화,KIA,0
LG,패,0,1,2,1,0,0,0,1,1,-1,-1,-1,6,16,0,3,-1,-1,-1,-1,-1,-1,2020,9,7,0,롯데,LG,0
롯데,승,6,4,0,0,0,1,1,0,-1,-1,-1,-1,12,16,1,6,-1,-1,-1,-1,-1,-1,2020,9,7,0,롯데,LG,0
KT,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,6,0,5,-1,-1,-1,-1,-1,-1,2020,9,8,1,두산,KT,0
두산,승,1,0,0,1,1,1,3,1,-1,-1,-1,-1,8,12,1,3,-1,-1,-1,-1,-1,-1,2020,9,8,1,두산,KT,0
키움,승,0,2,0,0,7,2,0,5,0,-1,-1,-1,16,17,4,6,-1,-1,-1,-1,-1,-1,2020,9,8,1,SK,키움,0
SK,패,2,2,2,4,3,1,1,0,0,-1,-1,-1,15,16,0,5,-1,-1,-1,-1,-1,-1,2020,9,8,1,SK,키움,0
한화,승,0,0,1,0,0,0,1,0,0,2,-1,-1,4,10,1,3,-1,-1,-1,-1,-1,-1,2020,9,8,1,삼성,한화,0
삼성,패,2,0,0,0,0,0,0,0,0,0,-1,-1,2,7,0,3,-1,-1,-1,-1,-1,-1,2020,9,8,1,삼성,한화,0
롯데,패,0,0,0,2,0,0,0,0,0,-1,-1,-1,2,6,1,5,-1,-1,-1,-1,-1,-1,2020,9,8,1,NC,롯데,0
NC,승,10,0,4,0,0,0,0,0,-1,-1,-1,-1,14,17,0,4,-1,-1,-1,-1,-1,-1,2020,9,8,1,NC,롯데,0
LG,패,2,0,0,0,0,0,0,0,0,-1,-1,-1,2,11,1,8,-1,-1,-1,-1,-1,-1,2020,9,8,1,KIA,LG,0
KIA,승,1,0,0,0,0,0,2,0,-1,-1,-1,-1,3,7,0,3,-1,-1,-1,-1,-1,-1,2020,9,8,1,KIA,LG,0
한화,무,0,1,0,0,2,0,1,0,0,-1,-1,-1,4,10,0,3,-1,-1,-1,-1,-1,-1,2020,9,9,2,삼성,한화,1
삼성,무,0,1,0,1,0,1,1,0,0,-1,-1,-1,4,7,3,4,-1,-1,-1,-1,-1,-1,2020,9,9,2,삼성,한화,1
한화,승,4,0,0,2,0,1,0,0,0,-1,-1,-1,7,12,1,6,-1,-1,-1,-1,-1,-1,2020,9,9,2,삼성,한화,2
삼성,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,3,0,4,-1,-1,-1,-1,-1,-1,2020,9,9,2,삼성,한화,2
KT,승,0,0,2,0,0,0,0,0,0,0,2,-1,4,5,0,4,-1,-1,-1,-1,-1,-1,2020,9,9,2,두산,KT,0
두산,패,0,0,0,0,0,2,0,0,0,0,0,-1,2,10,2,3,-1,-1,-1,-1,-1,-1,2020,9,9,2,두산,KT,0
키움,승,0,4,0,0,0,3,1,4,1,-1,-1,-1,13,11,1,16,-1,-1,-1,-1,-1,-1,2020,9,9,2,SK,키움,0
SK,패,0,1,0,0,0,2,1,0,0,-1,-1,-1,4,9,4,2,-1,-1,-1,-1,-1,-1,2020,9,9,2,SK,키움,0
롯데,승,4,0,0,0,0,0,0,0,0,3,-1,-1,7,8,2,10,-1,-1,-1,-1,-1,-1,2020,9,9,2,NC,롯데,0
NC,패,0,0,0,0,1,0,0,1,2,1,-1,-1,5,11,0,5,-1,-1,-1,-1,-1,-1,2020,9,9,2,NC,롯데,0
키움,패,0,0,1,0,0,0,0,0,0,-1,-1,-1,1,6,1,3,-1,-1,-1,-1,-1,-1,2020,9,10,3,LG,키움,0
LG,승,1,0,0,0,0,1,4,0,-1,-1,-1,-1,6,10,0,5,-1,-1,-1,-1,-1,-1,2020,9,10,3,LG,키움,0
삼성,패,1,0,3,3,0,0,1,0,0,-1,-1,-1,8,10,1,3,-1,-1,-1,-1,-1,-1,2020,9,10,3,롯데,삼성,0
롯데,승,0,0,2,1,0,1,9,0,-1,-1,-1,-1,13,21,1,5,-1,-1,-1,-1,-1,-1,2020,9,10,3,롯데,삼성,0
KT,패,2,1,0,1,0,4,0,0,0,-1,-1,-1,8,8,1,4,-1,-1,-1,-1,-1,-1,2020,9,10,3,NC,KT,0
NC,승,0,0,0,5,3,3,0,2,-1,-1,-1,-1,13,13,0,9,-1,-1,-1,-1,-1,-1,2020,9,10,3,NC,KT,0
두산,승,0,3,0,0,0,1,0,0,1,-1,-1,-1,5,9,0,6,-1,-1,-1,-1,-1,-1,2020,9,10,3,KIA,두산,0
KIA,패,0,1,0,0,1,0,0,2,0,-1,-1,-1,4,7,0,4,-1,-1,-1,-1,-1,-1,2020,9,10,3,KIA,두산,0
SK,승,0,0,0,0,3,2,0,0,0,-1,-1,-1,5,9,0,5,-1,-1,-1,-1,-1,-1,2020,9,10,3,한화,SK,0
한화,패,0,0,1,0,0,0,0,0,0,-1,-1,-1,1,5,0,4,-1,-1,-1,-1,-1,-1,2020,9,10,3,한화,SK,0
키움,승,0,7,0,0,1,0,0,0,0,-1,-1,-1,8,13,0,2,-1,-1,-1,-1,-1,-1,2020,9,11,4,LG,키움,0
LG,패,0,0,0,1,1,0,0,0,0,-1,-1,-1,2,8,0,3,-1,-1,-1,-1,-1,-1,2020,9,11,4,LG,키움,0
삼성,패,0,1,2,0,1,0,0,0,0,-1,-1,-1,4,8,2,1,-1,-1,-1,-1,-1,-1,2020,9,11,4,롯데,삼성,0
롯데,승,1,0,0,10,0,1,0,0,-1,-1,-1,-1,12,14,2,8,-1,-1,-1,-1,-1,-1,2020,9,11,4,롯데,삼성,0
KT,패,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,6,0,6,-1,-1,-1,-1,-1,-1,2020,9,11,4,NC,KT,0
NC,승,0,1,2,0,5,0,1,0,-1,-1,-1,-1,9,13,0,3,-1,-1,-1,-1,-1,-1,2020,9,11,4,NC,KT,0
SK,승,1,2,0,0,0,1,0,0,0,-1,-1,-1,4,8,2,2,-1,-1,-1,-1,-1,-1,2020,9,11,4,한화,SK,0
한화,패,0,0,0,0,0,1,0,2,0,-1,-1,-1,3,6,1,4,-1,-1,-1,-1,-1,-1,2020,9,11,4,한화,SK,0
삼성,승,1,0,0,2,1,0,0,0,1,-1,-1,-1,5,7,0,4,-1,-1,-1,-1,-1,-1,2020,9,12,5,LG,삼성,0
LG,패,0,0,0,1,0,0,0,0,0,-1,-1,-1,1,2,0,1,-1,-1,-1,-1,-1,-1,2020,9,12,5,LG,삼성,0
롯데,패,0,0,0,0,0,0,0,1,0,-1,-1,-1,1,6,1,5,-1,-1,-1,-1,-1,-1,2020,9,12,5,SK,롯데,0
SK,승,1,0,0,0,0,0,1,0,-1,-1,-1,-1,2,5,0,3,-1,-1,-1,-1,-1,-1,2020,9,12,5,SK,롯데,0
KIA,승,1,0,2,0,0,1,2,2,3,-1,-1,-1,11,14,0,8,-1,-1,-1,-1,-1,-1,2020,9,12,5,NC,KIA,0
NC,패,0,0,0,0,0,0,2,0,1,-1,-1,-1,3,6,1,3,-1,-1,-1,-1,-1,-1,2020,9,12,5,NC,KIA,0
한화,패,0,0,0,0,0,0,2,0,0,-1,-1,-1,2,7,0,1,-1,-1,-1,-1,-1,-1,2020,9,12,5,KT,한화,0
KT,승,0,0,0,0,3,1,0,1,-1,-1,-1,-1,5,9,0,6,-1,-1,-1,-1,-1,-1,2020,9,12,5,KT,한화,0
두산,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,4,0,2,-1,-1,-1,-1,-1,-1,2020,9,12,5,키움,두산,0
키움,승,2,0,0,0,0,0,0,0,-1,-1,-1,-1,2,9,0,4,-1,-1,-1,-1,-1,-1,2020,9,12,5,키움,두산,0
삼성,승,1,1,2,0,3,3,1,0,0,-1,-1,-1,11,18,0,5,-1,-1,-1,-1,-1,-1,2020,9,13,6,LG,삼성,0
LG,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,4,1,1,-1,-1,-1,-1,-1,-1,2020,9,13,6,LG,삼성,0
롯데,패,0,0,0,1,0,0,0,0,0,-1,-1,-1,1,5,0,6,-1,-1,-1,-1,-1,-1,2020,9,13,6,SK,롯데,0
SK,승,0,0,0,2,1,0,0,0,-1,-1,-1,-1,3,4,0,2,-1,-1,-1,-1,-1,-1,2020,9,13,6,SK,롯데,0
KIA,승,0,0,1,2,0,0,0,1,0,-1,-1,-1,4,10,1,3,-1,-1,-1,-1,-1,-1,2020,9,13,6,NC,KIA,0
NC,패,1,0,1,0,0,0,0,1,0,-1,-1,-1,3,8,2,6,-1,-1,-1,-1,-1,-1,2020,9,13,6,NC,KIA,0
한화,패,0,2,0,1,0,0,0,1,0,-1,-1,-1,4,6,0,7,-1,-1,-1,-1,-1,-1,2020,9,13,6,KT,한화,0
KT,승,0,2,0,0,0,0,0,0,3,-1,-1,-1,5,12,0,3,-1,-1,-1,-1,-1,-1,2020,9,13,6,KT,한화,0
두산,무,0,1,1,0,1,2,0,0,1,0,0,0,6,15,0,7,-1,-1,-1,-1,-1,-1,2020,9,13,6,키움,두산,0
키움,무,1,0,0,0,2,0,0,3,0,0,0,0,6,13,2,11,-1,-1,-1,-1,-1,-1,2020,9,13,6,키움,두산,0
NC,패,0,2,0,0,0,0,0,1,0,-1,-1,-1,3,6,1,4,-1,-1,-1,-1,-1,-1,2020,9,15,1,두산,NC,0
두산,승,0,0,4,2,0,1,0,0,-1,-1,-1,-1,7,8,1,4,-1,-1,-1,-1,-1,-1,2020,9,15,1,두산,NC,0
삼성,승,1,0,2,2,1,0,1,0,0,-1,-1,-1,7,14,2,4,-1,-1,-1,-1,-1,-1,2020,9,15,1,KT,삼성,0
KT,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,8,1,2,-1,-1,-1,-1,-1,-1,2020,9,15,1,KT,삼성,0
SK,승,0,1,0,8,1,3,0,0,3,-1,-1,-1,16,17,0,10,-1,-1,-1,-1,-1,-1,2020,9,15,1,KIA,SK,0
KIA,패,0,0,0,0,0,0,1,0,0,-1,-1,-1,1,5,3,5,-1,-1,-1,-1,-1,-1,2020,9,15,1,KIA,SK,0
롯데,승,1,5,0,0,0,2,0,0,0,-1,-1,-1,8,10,1,5,-1,-1,-1,-1,-1,-1,2020,9,15,1,키움,롯데,0
키움,패,0,0,1,1,1,0,0,2,0,-1,-1,-1,5,11,0,8,-1,-1,-1,-1,-1,-1,2020,9,15,1,키움,롯데,0
LG,패,0,0,3,0,1,1,0,0,0,0,-1,-1,5,8,0,3,-1,-1,-1,-1,-1,-1,2020,9,15,1,한화,LG,0
한화,승,0,0,0,0,0,1,4,0,0,1,-1,-1,6,11,2,7,-1,-1,-1,-1,-1,-1,2020,9,15,1,한화,LG,0
NC,승,2,1,0,0,0,1,1,0,0,-1,-1,-1,5,8,0,4,-1,-1,-1,-1,-1,-1,2020,9,16,2,두산,NC,0
두산,패,0,0,0,0,3,0,0,0,0,-1,-1,-1,3,7,1,1,-1,-1,-1,-1,-1,-1,2020,9,16,2,두산,NC,0
삼성,패,1,0,0,0,0,0,0,1,4,-1,-1,-1,6,14,0,6,-1,-1,-1,-1,-1,-1,2020,9,16,2,KT,삼성,0
KT,승,0,0,3,0,2,3,2,1,-1,-1,-1,-1,11,19,0,3,-1,-1,-1,-1,-1,-1,2020,9,16,2,KT,삼성,0
SK,승,2,0,0,0,1,0,0,1,3,-1,-1,-1,7,11,0,8,-1,-1,-1,-1,-1,-1,2020,9,16,2,KIA,SK,0
KIA,패,0,1,2,0,2,0,1,0,0,-1,-1,-1,6,10,1,6,-1,-1,-1,-1,-1,-1,2020,9,16,2,KIA,SK,0
롯데,승,0,0,0,0,0,0,7,0,1,-1,-1,-1,8,14,2,4,-1,-1,-1,-1,-1,-1,2020,9,16,2,키움,롯데,0
키움,패,0,1,0,0,1,0,0,0,0,-1,-1,-1,2,4,0,5,-1,-1,-1,-1,-1,-1,2020,9,16,2,키움,롯데,0
LG,승,5,3,0,3,0,0,0,0,0,-1,-1,-1,11,15,0,6,-1,-1,-1,-1,-1,-1,2020,9,16,2,한화,LG,0
한화,패,1,0,0,0,0,0,3,1,0,-1,-1,-1,5,9,1,4,-1,-1,-1,-1,-1,-1,2020,9,16,2,한화,LG,0
롯데,패,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,8,3,0,-1,-1,-1,-1,-1,-1,2020,9,17,3,LG,롯데,0
LG,승,0,1,4,0,0,0,4,0,-1,-1,-1,-1,9,8,1,4,-1,-1,-1,-1,-1,-1,2020,9,17,3,LG,롯데,0
NC,승,0,0,0,0,0,0,0,1,2,-1,-1,-1,3,9,0,3,-1,-1,-1,-1,-1,-1,2020,9,17,3,SK,NC,0
SK,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,4,0,2,-1,-1,-1,-1,-1,-1,2020,9,17,3,SK,NC,0
KIA,승,0,1,1,7,0,2,0,1,0,-1,-1,-1,12,16,0,3,-1,-1,-1,-1,-1,-1,2020,9,17,3,삼성,KIA,0
삼성,패,2,0,0,0,0,0,0,0,0,-1,-1,-1,2,7,2,3,-1,-1,-1,-1,-1,-1,2020,9,17,3,삼성,KIA,0
두산,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,6,0,0,-1,-1,-1,-1,-1,-1,2020,9,17,3,KT,두산,0
KT,승,2,1,0,0,0,0,0,0,-1,-1,-1,-1,3,9,3,3,-1,-1,-1,-1,-1,-1,2020,9,17,3,KT,두산,0
한화,패,0,0,0,2,0,0,0,0,0,-1,-1,-1,2,3,0,2,-1,-1,-1,-1,-1,-1,2020,9,17,3,키움,한화,0
키움,승,1,0,0,4,0,0,0,0,-1,-1,-1,-1,5,4,0,8,-1,-1,-1,-1,-1,-1,2020,9,17,3,키움,한화,0
롯데,승,0,0,0,0,0,1,2,2,0,-1,-1,-1,5,8,0,4,-1,-1,-1,-1,-1,-1,2020,9,18,4,LG,롯데,0
LG,패,0,0,1,1,0,1,0,0,0,-1,-1,-1,3,7,2,4,-1,-1,-1,-1,-1,-1,2020,9,18,4,LG,롯데,0
NC,승,2,5,0,0,0,0,0,0,2,-1,-1,-1,9,8,0,7,-1,-1,-1,-1,-1,-1,2020,9,18,4,SK,NC,0
SK,패,3,0,0,2,0,0,0,0,0,-1,-1,-1,5,8,0,6,-1,-1,-1,-1,-1,-1,2020,9,18,4,SK,NC,0
KIA,승,0,2,2,1,0,0,0,4,4,-1,-1,-1,13,15,2,8,-1,-1,-1,-1,-1,-1,2020,9,18,4,삼성,KIA,0
삼성,패,0,0,0,1,2,0,2,0,0,-1,-1,-1,5,9,1,4,-1,-1,-1,-1,-1,-1,2020,9,18,4,삼성,KIA,0
두산,패,0,0,0,0,2,0,0,1,1,0,0,-1,4,11,0,2,-1,-1,-1,-1,-1,-1,2020,9,18,4,KT,두산,0
KT,승,4,0,0,0,0,0,0,0,0,0,1,-1,5,11,1,5,-1,-1,-1,-1,-1,-1,2020,9,18,4,KT,두산,0
한화,승,0,0,1,0,0,0,1,0,0,-1,-1,-1,2,8,0,1,-1,-1,-1,-1,-1,-1,2020,9,18,4,키움,한화,0
키움,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,4,1,3,-1,-1,-1,-1,-1,-1,2020,9,18,4,키움,한화,0
LG,승,2,1,2,0,1,0,0,2,1,-1,-1,-1,9,18,1,4,-1,-1,-1,-1,-1,-1,2020,9,19,5,두산,LG,0
두산,패,2,0,0,4,0,0,0,0,0,-1,-1,-1,6,10,1,3,-1,-1,-1,-1,-1,-1,2020,9,19,5,두산,LG,0
KT,승,0,0,0,0,1,0,0,1,3,-1,-1,-1,5,8,1,6,-1,-1,-1,-1,-1,-1,2020,9,19,5,SK,KT,0
SK,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,3,1,4,-1,-1,-1,-1,-1,-1,2020,9,19,5,SK,KT,0
NC,패,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,10,0,2,-1,-1,-1,-1,-1,-1,2020,9,19,5,롯데,NC,0
롯데,승,0,0,1,0,4,0,0,0,-1,-1,-1,-1,5,7,0,8,-1,-1,-1,-1,-1,-1,2020,9,19,5,롯데,NC,0
키움,승,2,0,3,1,1,0,0,0,1,-1,-1,-1,8,15,1,3,-1,-1,-1,-1,-1,-1,2020,9,19,5,삼성,키움,0
삼성,패,0,1,2,0,0,0,0,3,1,-1,-1,-1,7,11,0,3,-1,-1,-1,-1,-1,-1,2020,9,19,5,삼성,키움,0
한화,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,5,1,0,-1,-1,-1,-1,-1,-1,2020,9,19,5,KIA,한화,0
KIA,승,1,0,0,1,0,5,1,0,-1,-1,-1,-1,8,10,0,4,-1,-1,-1,-1,-1,-1,2020,9,19,5,KIA,한화,0
LG,패,2,1,0,0,2,0,0,0,0,-1,-1,-1,5,10,1,1,-1,-1,-1,-1,-1,-1,2020,9,20,6,두산,LG,0
두산,승,0,0,2,0,0,0,0,3,1,-1,-1,-1,6,9,0,14,-1,-1,-1,-1,-1,-1,2020,9,20,6,두산,LG,0
KT,승,2,0,0,0,0,0,1,4,3,-1,-1,-1,10,11,1,5,-1,-1,-1,-1,-1,-1,2020,9,20,6,SK,KT,0
