team,result,i_1,i_2,i_3,i_4,i_5,i_6,i_7,i_8,i_9,i_10,i_11,i_12,R,H,E,B,i_13,i_14,i_15,i_16,i_17,i_18,year,month,day,week,home,away,dbheader
삼성,패,1,0,0,1,0,0,0,0,0,-1,-1,-1,2,11,1,2,-1,-1,-1,-1,-1,-1,2020,8,6,3,두산,삼성,0
두산,승,4,0,0,0,0,0,1,0,-1,-1,-1,-1,5,7,0,4,-1,-1,-1,-1,-1,-1,2020,8,6,3,두산,삼성,0
롯데,승,0,0,0,6,2,0,0,0,0,-1,-1,-1,8,6,0,6,-1,-1,-1,-1,-1,-1,2020,8,6,3,SK,롯데,0
SK,패,1,0,1,0,0,0,0,0,0,-1,-1,-1,2,8,1,1,-1,-1,-1,-1,-1,-1,2020,8,6,3,SK,롯데,0
LG,패,0,0,0,0,0,0,1,0,0,-1,-1,-1,1,4,0,1,-1,-1,-1,-1,-1,-1,2020,8,6,3,KIA,LG,0
KIA,승,0,0,0,2,3,1,4,3,-1,-1,-1,-1,13,12,0,7,-1,-1,-1,-1,-1,-1,2020,8,6,3,KIA,LG,0
KT,패,2,0,0,0,0,0,0,0,0,-1,-1,-1,2,4,0,2,-1,-1,-1,-1,-1,-1,2020,8,6,3,키움,KT,0
키움,승,0,0,0,2,1,0,0,0,-1,-1,-1,-1,3,7,1,5,-1,-1,-1,-1,-1,-1,2020,8,6,3,키움,KT,0
NC,승,0,0,0,0,0,0,3,1,0,-1,-1,-1,4,8,0,7,-1,-1,-1,-1,-1,-1,2020,8,6,3,한화,NC,0
한화,패,0,0,0,1,0,0,0,0,0,-1,-1,-1,1,5,0,4,-1,-1,-1,-1,-1,-1,2020,8,6,3,한화,NC,0
롯데,승,0,0,0,0,0,0,0,7,1,-1,-1,-1,8,12,0,9,-1,-1,-1,-1,-1,-1,2020,8,7,4,두산,롯데,0
두산,패,0,0,0,0,0,3,1,0,0,-1,-1,-1,4,11,2,1,-1,-1,-1,-1,-1,-1,2020,8,7,4,두산,롯데,0
삼성,승,1,0,1,0,0,0,0,0,0,-1,-1,-1,2,6,1,6,-1,-1,-1,-1,-1,-1,2020,8,7,4,SK,삼성,0
SK,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,4,1,2,-1,-1,-1,-1,-1,-1,2020,8,7,4,SK,삼성,0
LG,승,1,0,3,0,1,0,0,0,0,-1,-1,-1,5,10,0,2,-1,-1,-1,-1,-1,-1,2020,8,7,4,키움,LG,0
키움,패,0,0,1,0,0,0,1,0,0,-1,-1,-1,2,6,3,5,-1,-1,-1,-1,-1,-1,2020,8,7,4,키움,LG,0
롯데,무,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,1,6,0,1,-1,-1,-1,-1,-1,-1,2020,8,8,5,두산,롯데,0
두산,무,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,1,3,0,0,-1,-1,-1,-1,-1,-1,2020,8,8,5,두산,롯데,0
삼성,패,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,2,5,1,1,-1,-1,-1,-1,-1,-1,2020,8,8,5,SK,삼성,0
SK,승,2,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,4,3,1,3,-1,-1,-1,-1,-1,-1,2020,8,8,5,SK,삼성,0
NC,패,0,0,1,1,0,0,0,0,0,-1,-1,-1,2,6,0,9,-1,-1,-1,-1,-1,-1,2020,8,8,5,KIA,NC,0
KIA,승,0,0,0,0,0,0,3,0,-1,-1,-1,-1,3,4,0,0,-1,-1,-1,-1,-1,-1,2020,8,8,5,KIA,NC,0
LG,패,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,8,0,3,-1,-1,-1,-1,-1,-1,2020,8,8,5,키움,LG,0
키움,승,0,0,2,0,0,2,1,0,-1,-1,-1,-1,5,9,0,3,-1,-1,-1,-1,-1,-1,2020,8,8,5,키움,LG,0
NC,승,2,2,2,0,0,0,0,2,0,-1,-1,-1,8,14,1,6,-1,-1,-1,-1,-1,-1,2020,8,9,6,KIA,NC,0
KIA,패,1,0,0,0,0,0,0,0,0,-1,-1,-1,1,4,0,9,-1,-1,-1,-1,-1,-1,2020,8,9,6,KIA,NC,0
LG,패,0,0,0,0,1,0,0,0,0,-1,-1,-1,1,4,3,1,-1,-1,-1,-1,-1,-1,2020,8,9,6,키움,LG,0
키움,승,0,0,0,2,0,0,0,0,-1,-1,-1,-1,2,7,0,4,-1,-1,-1,-1,-1,-1,2020,8,9,6,키움,LG,0
KT,승,3,2,0,0,0,0,0,0,1,-1,-1,-1,6,12,1,5,-1,-1,-1,-1,-1,-1,2020,8,9,6,한화,KT,0
한화,패,1,0,0,0,1,0,1,0,0,-1,-1,-1,3,8,0,3,-1,-1,-1,-1,-1,-1,2020,8,9,6,한화,KT,0
KIA,승,2,0,0,0,0,0,6,0,0,-1,-1,-1,8,11,0,7,-1,-1,-1,-1,-1,-1,2020,8,11,1,LG,KIA,0
LG,패,0,0,1,0,0,0,0,2,1,-1,-1,-1,4,9,1,1,-1,-1,-1,-1,-1,-1,2020,8,11,1,LG,KIA,0
두산,승,0,0,3,1,0,0,0,0,2,-1,-1,-1,6,9,0,6,-1,-1,-1,-1,-1,-1,2020,8,11,1,삼성,두산,0
삼성,패,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,8,0,2,-1,-1,-1,-1,-1,-1,2020,8,11,1,삼성,두산,0
SK,패,0,0,0,0,0,0,0,1,0,-1,-1,-1,1,4,0,4,-1,-1,-1,-1,-1,-1,2020,8,11,1,KT,SK,0
KT,승,0,1,0,2,0,0,3,0,-1,-1,-1,-1,6,11,2,6,-1,-1,-1,-1,-1,-1,2020,8,11,1,KT,SK,0
한화,승,0,1,0,0,0,4,0,0,0,0,0,2,7,10,1,8,-1,-1,-1,-1,-1,-1,2020,8,11,1,키움,한화,0
키움,패,1,0,2,2,0,0,0,0,0,0,0,0,5,12,2,8,-1,-1,-1,-1,-1,-1,2020,8,11,1,키움,한화,0
KIA,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,2,0,6,-1,-1,-1,-1,-1,-1,2020,8,12,2,LG,KIA,0
LG,승,0,5,0,0,0,0,2,1,-1,-1,-1,-1,8,12,0,3,-1,-1,-1,-1,-1,-1,2020,8,12,2,LG,KIA,0
NC,패,2,0,0,0,0,0,0,2,0,-1,-1,-1,4,9,0,5,-1,-1,-1,-1,-1,-1,2020,8,12,2,롯데,NC,0
롯데,승,0,0,2,0,2,4,0,0,-1,-1,-1,-1,8,13,0,6,-1,-1,-1,-1,-1,-1,2020,8,12,2,롯데,NC,0
두산,승,2,2,1,2,0,4,2,0,2,-1,-1,-1,15,24,1,3,-1,-1,-1,-1,-1,-1,2020,8,12,2,삼성,두산,0
삼성,패,0,3,0,0,0,1,2,2,0,-1,-1,-1,8,16,2,1,-1,-1,-1,-1,-1,-1,2020,8,12,2,삼성,두산,0
SK,승,0,0,5,0,0,0,0,2,4,-1,-1,-1,11,12,1,10,-1,-1,-1,-1,-1,-1,2020,8,12,2,KT,SK,0
KT,패,0,1,0,0,1,0,0,0,0,-1,-1,-1,2,2,1,3,-1,-1,-1,-1,-1,-1,2020,8,12,2,KT,SK,0
한화,패,0,0,1,0,0,1,0,0,0,0,-1,-1,2,4,0,4,-1,-1,-1,-1,-1,-1,2020,8,12,2,키움,한화,0
키움,승,0,0,0,0,1,1,0,0,0,1,-1,-1,3,9,0,7,-1,-1,-1,-1,-1,-1,2020,8,12,2,키움,한화,0
KIA,패,0,0,0,0,0,1,1,0,0,-1,-1,-1,2,5,1,1,-1,-1,-1,-1,-1,-1,2020,8,13,3,LG,KIA,0
LG,승,0,2,0,1,0,0,0,1,-1,-1,-1,-1,4,8,1,5,-1,-1,-1,-1,-1,-1,2020,8,13,3,LG,KIA,0
NC,승,3,3,0,0,0,1,0,2,0,-1,-1,-1,9,14,1,4,-1,-1,-1,-1,-1,-1,2020,8,13,3,롯데,NC,0
롯데,패,0,0,0,2,0,0,0,0,0,-1,-1,-1,2,7,0,0,-1,-1,-1,-1,-1,-1,2020,8,13,3,롯데,NC,0
두산,패,0,0,1,0,1,0,0,0,0,-1,-1,-1,2,4,0,9,-1,-1,-1,-1,-1,-1,2020,8,13,3,삼성,두산,0
삼성,승,2,1,0,0,0,0,0,0,-1,-1,-1,-1,3,9,1,5,-1,-1,-1,-1,-1,-1,2020,8,13,3,삼성,두산,0
SK,승,4,4,0,0,0,1,1,0,0,-1,-1,-1,10,16,0,4,-1,-1,-1,-1,-1,-1,2020,8,13,3,KT,SK,0
KT,패,0,1,1,0,2,0,0,0,2,-1,-1,-1,6,10,1,11,-1,-1,-1,-1,-1,-1,2020,8,13,3,KT,SK,0
한화,패,1,0,0,0,0,0,2,0,0,-1,-1,-1,3,9,1,6,-1,-1,-1,-1,-1,-1,2020,8,13,3,키움,한화,0
키움,승,1,0,0,1,2,0,0,2,-1,-1,-1,-1,6,11,0,3,-1,-1,-1,-1,-1,-1,2020,8,13,3,키움,한화,0
KT,승,0,0,1,1,0,1,0,0,0,0,0,2,5,12,0,1,-1,-1,-1,-1,-1,-1,2020,8,14,4,두산,KT,0
두산,패,2,0,0,0,0,0,0,0,1,0,0,0,3,10,1,8,-1,-1,-1,-1,-1,-1,2020,8,14,4,두산,KT,0
키움,패,0,0,0,0,0,1,0,0,0,-1,-1,-1,1,5,0,3,-1,-1,-1,-1,-1,-1,2020,8,14,4,롯데,키움,0
롯데,승,0,0,3,0,2,0,0,0,-1,-1,-1,-1,5,11,1,5,-1,-1,-1,-1,-1,-1,2020,8,14,4,롯데,키움,0
LG,승,0,1,1,0,2,0,0,4,2,-1,-1,-1,10,18,1,5,-1,-1,-1,-1,-1,-1,2020,8,14,4,NC,LG,0
NC,패,0,0,0,3,1,0,0,0,0,-1,-1,-1,4,8,0,4,-1,-1,-1,-1,-1,-1,2020,8,14,4,NC,LG,0
SK,패,0,3,2,1,0,0,0,0,0,-1,-1,-1,6,12,1,9,-1,-1,-1,-1,-1,-1,2020,8,14,4,KIA,SK,0
KIA,승,0,0,0,0,0,3,0,0,4,-1,-1,-1,7,7,1,9,-1,-1,-1,-1,-1,-1,2020,8,14,4,KIA,SK,0
삼성,승,1,3,0,1,4,0,0,0,1,-1,-1,-1,10,15,0,3,-1,-1,-1,-1,-1,-1,2020,8,14,4,한화,삼성,0
한화,패,0,0,0,0,0,0,1,0,0,-1,-1,-1,1,4,0,3,-1,-1,-1,-1,-1,-1,2020,8,14,4,한화,삼성,0
KT,패,0,0,0,0,1,2,2,0,0,-1,-1,-1,5,7,1,7,-1,-1,-1,-1,-1,-1,2020,8,15,5,두산,KT,0
두산,승,1,0,2,0,0,0,0,1,3,-1,-1,-1,7,13,1,3,-1,-1,-1,-1,-1,-1,2020,8,15,5,두산,KT,0
키움,승,0,2,1,0,0,0,0,0,0,-1,-1,-1,3,9,3,2,-1,-1,-1,-1,-1,-1,2020,8,15,5,롯데,키움,0
롯데,패,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,7,0,1,-1,-1,-1,-1,-1,-1,2020,8,15,5,롯데,키움,0
LG,승,3,2,5,0,0,0,1,2,0,-1,-1,-1,13,15,0,4,-1,-1,-1,-1,-1,-1,2020,8,15,5,NC,LG,0
NC,패,0,0,0,3,1,0,0,0,0,-1,-1,-1,4,10,0,3,-1,-1,-1,-1,-1,-1,2020,8,15,5,NC,LG,0
SK,패,1,0,0,2,0,0,0,0,0,-1,-1,-1,3,9,0,3,-1,-1,-1,-1,-1,-1,2020,8,15,5,KIA,SK,0
KIA,승,4,1,0,2,0,3,0,0,-1,-1,-1,-1,10,17,0,3,-1,-1,-1,-1,-1,-1,2020,8,15,5,KIA,SK,0
삼성,승,0,0,0,0,0,0,0,0,2,-1,-1,-1,2,3,1,4,-1,-1,-1,-1,-1,-1,2020,8,15,5,한화,삼성,0
한화,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,7,0,5,-1,-1,-1,-1,-1,-1,2020,8,15,5,한화,삼성,0
KT,승,1,3,0,0,0,0,0,0,0,-1,-1,-1,4,11,0,3,-1,-1,-1,-1,-1,-1,2020,8,16,6,두산,KT,0
두산,패,0,0,1,0,0,0,0,0,0,-1,-1,-1,1,3,1,7,-1,-1,-1,-1,-1,-1,2020,8,16,6,두산,KT,0
키움,승,0,1,0,2,0,2,1,0,0,-1,-1,-1,6,9,1,5,-1,-1,-1,-1,-1,-1,2020,8,16,6,롯데,키움,0
롯데,패,0,0,3,0,0,0,0,0,0,-1,-1,-1,3,6,0,5,-1,-1,-1,-1,-1,-1,2020,8,16,6,롯데,키움,0
LG,승,0,0,0,3,3,0,0,0,0,-1,-1,-1,6,7,0,8,-1,-1,-1,-1,-1,-1,2020,8,16,6,NC,LG,0
NC,패,1,0,3,0,0,1,0,0,0,-1,-1,-1,5,9,1,3,-1,-1,-1,-1,-1,-1,2020,8,16,6,NC,LG,0
SK,패,0,0,0,0,2,1,2,0,0,-1,-1,-1,5,7,0,7,-1,-1,-1,-1,-1,-1,2020,8,16,6,KIA,SK,0
KIA,승,0,0,6,2,0,0,0,0,-1,-1,-1,-1,8,15,0,3,-1,-1,-1,-1,-1,-1,2020,8,16,6,KIA,SK,0
삼성,패,1,0,0,0,1,0,0,0,0,-1,-1,-1,2,5,1,2,-1,-1,-1,-1,-1,-1,2020,8,16,6,한화,삼성,0
한화,승,0,3,0,0,0,0,0,0,-1,-1,-1,-1,3,2,0,5,-1,-1,-1,-1,-1,-1,2020,8,16,6,한화,삼성,0
KIA,패,0,0,4,1,0,0,0,0,0,0,-1,-1,5,11,1,5,-1,-1,-1,-1,-1,-1,2020,8,18,1,LG,KIA,0
LG,승,1,0,2,0,0,0,0,0,2,1,-1,-1,6,12,0,2,-1,-1,-1,-1,-1,-1,2020,8,18,1,LG,KIA,0
한화,패,1,1,0,1,0,0,0,0,0,-1,-1,-1,3,6,1,11,-1,-1,-1,-1,-1,-1,2020,8,18,1,SK,한화,0
SK,승,0,1,3,5,0,0,0,0,-1,-1,-1,-1,9,8,0,7,-1,-1,-1,-1,-1,-1,2020,8,18,1,SK,한화,0
두산,승,1,3,1,1,0,1,2,0,0,-1,-1,-1,9,16,1,5,-1,-1,-1,-1,-1,-1,2020,8,18,1,롯데,두산,0
롯데,패,0,0,0,1,0,1,0,0,0,-1,-1,-1,2,6,4,2,-1,-1,-1,-1,-1,-1,2020,8,18,1,롯데,두산,0
KT,승,0,0,0,0,0,1,2,1,2,-1,-1,-1,6,9,2,8,-1,-1,-1,-1,-1,-1,2020,8,18,1,삼성,KT,0
삼성,패,1,0,0,0,1,0,1,0,0,-1,-1,-1,3,6,1,4,-1,-1,-1,-1,-1,-1,2020,8,18,1,삼성,KT,0
키움,패,0,0,1,0,0,0,0,0,0,-1,-1,-1,1,7,0,1,-1,-1,-1,-1,-1,-1,2020,8,18,1,NC,키움,0
NC,승,1,0,2,0,2,0,0,0,-1,-1,-1,-1,5,7,0,3,-1,-1,-1,-1,-1,-1,2020,8,18,1,NC,키움,0
KIA,패,1,0,0,0,0,0,0,0,0,-1,-1,-1,1,8,2,2,-1,-1,-1,-1,-1,-1,2020,8,19,2,LG,KIA,0
LG,승,0,0,4,1,0,0,1,4,-1,-1,-1,-1,10,12,0,10,-1,-1,-1,-1,-1,-1,2020,8,19,2,LG,KIA,0
한화,패,2,1,0,1,0,1,0,1,0,-1,-1,-1,6,12,1,3,-1,-1,-1,-1,-1,-1,2020,8,19,2,SK,한화,0
SK,승,4,1,2,8,0,2,6,3,-1,-1,-1,-1,26,22,2,11,-1,-1,-1,-1,-1,-1,2020,8,19,2,SK,한화,0
두산,패,0,0,0,0,0,0,1,2,0,-1,-1,-1,3,6,1,5,-1,-1,-1,-1,-1,-1,2020,8,19,2,롯데,두산,0
롯데,승,0,0,0,1,4,0,1,1,-1,-1,-1,-1,7,10,1,1,-1,-1,-1,-1,-1,-1,2020,8,19,2,롯데,두산,0
KT,승,0,5,1,0,0,0,0,0,0,-1,-1,-1,6,6,1,5,-1,-1,-1,-1,-1,-1,2020,8,19,2,삼성,KT,0
삼성,패,0,0,0,0,2,0,0,2,0,-1,-1,-1,4,11,1,2,-1,-1,-1,-1,-1,-1,2020,8,19,2,삼성,KT,0
키움,승,1,1,3,0,0,1,0,0,0,-1,-1,-1,6,8,3,5,-1,-1,-1,-1,-1,-1,2020,8,19,2,NC,키움,0
NC,패,0,0,0,0,1,0,2,0,1,-1,-1,-1,4,7,1,4,-1,-1,-1,-1,-1,-1,2020,8,19,2,NC,키움,0
롯데,승,0,0,2,0,1,0,1,0,2,-1,-1,-1,6,11,0,7,-1,-1,-1,-1,-1,-1,2020,8,20,3,두산,롯데,0
두산,패,0,0,0,0,1,2,0,2,0,-1,-1,-1,5,14,0,3,-1,-1,-1,-1,-1,-1,2020,8,20,3,두산,롯데,0
삼성,승,0,4,0,0,1,3,0,0,0,-1,-1,-1,8,9,0,6,-1,-1,-1,-1,-1,-1,2020,8,20,3,SK,삼성,0
SK,패,0,1,1,0,1,0,0,0,0,-1,-1,-1,3,11,3,4,-1,-1,-1,-1,-1,-1,2020,8,20,3,SK,삼성,0
NC,승,3,0,0,1,2,7,0,0,1,-1,-1,-1,14,21,1,3,-1,-1,-1,-1,-1,-1,2020,8,20,3,KIA,NC,0
KIA,패,0,0,0,1,0,0,0,0,1,-1,-1,-1,2,5,1,6,-1,-1,-1,-1,-1,-1,2020,8,20,3,KIA,NC,0
LG,패,1,0,0,0,0,0,3,1,0,-1,-1,-1,5,9,1,2,-1,-1,-1,-1,-1,-1,2020,8,20,3,키움,LG,0
키움,승,0,0,3,0,0,0,1,2,-1,-1,-1,-1,6,8,2,7,-1,-1,-1,-1,-1,-1,2020,8,20,3,키움,LG,0
KT,승,0,0,1,0,0,0,0,2,0,-1,-1,-1,3,6,0,4,-1,-1,-1,-1,-1,-1,2020,8,20,3,한화,KT,0
한화,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,2,0,5,-1,-1,-1,-1,-1,-1,2020,8,20,3,한화,KT,0
롯데,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,3,1,2,-1,-1,-1,-1,-1,-1,2020,8,21,4,두산,롯데,0
두산,승,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,5,2,4,-1,-1,-1,-1,-1,-1,2020,8,21,4,두산,롯데,0
삼성,패,1,1,2,1,1,0,0,0,0,-1,-1,-1,6,11,0,9,-1,-1,-1,-1,-1,-1,2020,8,21,4,SK,삼성,0
SK,승,3,1,1,0,0,0,3,0,-1,-1,-1,-1,8,12,2,8,-1,-1,-1,-1,-1,-1,2020,8,21,4,SK,삼성,0
NC,승,0,0,0,0,0,0,3,1,6,-1,-1,-1,10,10,0,4,-1,-1,-1,-1,-1,-1,2020,8,21,4,KIA,NC,0
KIA,패,0,0,0,0,0,1,0,3,0,-1,-1,-1,4,9,2,3,-1,-1,-1,-1,-1,-1,2020,8,21,4,KIA,NC,0
LG,승,1,2,0,1,0,0,0,2,1,-1,-1,-1,7,10,0,6,-1,-1,-1,-1,-1,-1,2020,8,21,4,키움,LG,0
키움,패,0,1,0,0,0,0,0,0,2,-1,-1,-1,3,6,0,3,-1,-1,-1,-1,-1,-1,2020,8,21,4,키움,LG,0
KT,패,0,0,0,0,0,0,1,0,0,-1,-1,-1,1,4,1,5,-1,-1,-1,-1,-1,-1,2020,8,21,4,한화,KT,0
한화,승,0,1,3,1,0,0,0,0,-1,-1,-1,-1,5,11,0,2,-1,-1,-1,-1,-1,-1,2020,8,21,4,한화,KT,0
두산,승,0,0,0,3,0,1,1,2,1,-1,-1,-1,8,12,0,5,-1,-1,-1,-1,-1,-1,2020,8,22,5,SK,두산,0
SK,패,0,0,0,0,0,0,0,1,0,-1,-1,-1,1,9,1,5,-1,-1,-1,-1,-1,-1,2020,8,22,5,SK,두산,0
롯데,승,0,3,0,0,0,2,0,0,0,-1,-1,-1,5,13,1,2,-1,-1,-1,-1,-1,-1,2020,8,22,5,삼성,롯데,0
삼성,패,2,0,0,0,1,0,0,0,0,-1,-1,-1,3,10,1,2,-1,-1,-1,-1,-1,-1,2020,8,22,5,삼성,롯데,0
KIA,패,3,0,0,0,0,0,0,0,0,-1,-1,-1,3,7,1,3,-1,-1,-1,-1,-1,-1,2020,8,22,5,키움,KIA,0
키움,승,0,0,0,0,0,0,0,4,-1,-1,-1,-1,4,10,1,5,-1,-1,-1,-1,-1,-1,2020,8,22,5,키움,KIA,0
한화,승,0,0,0,0,3,0,0,0,1,-1,-1,-1,4,6,0,4,-1,-1,-1,-1,-1,-1,2020,8,23,6,LG,한화,0
LG,패,0,0,0,0,0,1,0,0,2,-1,-1,-1,3,6,1,7,-1,-1,-1,-1,-1,-1,2020,8,23,6,LG,한화,0
두산,승,0,0,4,3,0,0,1,0,0,-1,-1,-1,8,9,0,9,-1,-1,-1,-1,-1,-1,2020,8,23,6,SK,두산,0
SK,패,1,0,0,0,0,0,0,0,0,-1,-1,-1,1,9,1,5,-1,-1,-1,-1,-1,-1,2020,8,23,6,SK,두산,0
롯데,승,0,0,5,0,0,1,5,0,0,-1,-1,-1,11,10,0,6,-1,-1,-1,-1,-1,-1,2020,8,23,6,삼성,롯데,0
삼성,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,4,1,4,-1,-1,-1,-1,-1,-1,2020,8,23,6,삼성,롯데,0
NC,패,0,0,1,0,0,0,0,0,0,-1,-1,-1,1,9,0,5,-1,-1,-1,-1,-1,-1,2020,8,23,6,KT,NC,0
KT,승,0,4,0,0,1,3,0,2,-1,-1,-1,-1,10,13,0,8,-1,-1,-1,-1,-1,-1,2020,8,23,6,KT,NC,0
KIA,승,1,1,0,0,0,4,0,0,2,-1,-1,-1,8,11,0,3,-1,-1,-1,-1,-1,-1,2020,8,23,6,키움,KIA,0
키움,패,3,0,0,0,0,0,1,2,1,-1,-1,-1,7,13,0,3,-1,-1,-1,-1,-1,-1,2020,8,23,6,키움,KIA,0
한화,승,0,0,0,0,2,2,1,0,1,-1,-1,-1,6,14,2,3,-1,-1,-1,-1,-1,-1,2020,8,24,0,LG,한화,0
LG,패,0,1,0,0,0,0,0,0,2,-1,-1,-1,3,5,1,5,-1,-1,-1,-1,-1,-1,2020,8,24,0,LG,한화,0
NC,패,0,0,0,0,0,0,1,0,0,-1,-1,-1,1,8,0,3,-1,-1,-1,-1,-1,-1,2020,8,24,0,KT,NC,0
KT,승,0,1,0,0,1,6,0,0,-1,-1,-1,-1,8,14,0,4,-1,-1,-1,-1,-1,-1,2020,8,24,0,KT,NC,0
KIA,패,0,0,0,3,0,1,1,3,0,-1,-1,-1,8,9,1,11,-1,-1,-1,-1,-1,-1,2020,8,25,1,두산,KIA,0
두산,승,0,1,0,0,2,3,2,2,-1,-1,-1,-1,10,15,1,5,-1,-1,-1,-1,-1,-1,2020,8,25,1,두산,KIA,0
SK,승,3,0,0,0,3,0,4,0,0,-1,-1,-1,10,11,2,9,-1,-1,-1,-1,-1,-1,2020,8,25,1,롯데,SK,0
롯데,패,0,0,0,0,1,6,0,0,1,-1,-1,-1,8,11,1,4,-1,-1,-1,-1,-1,-1,2020,8,25,1,롯데,SK,0
LG,패,0,0,0,1,2,0,0,0,0,-1,-1,-1,3,7,0,7,-1,-1,-1,-1,-1,-1,2020,8,25,1,삼성,LG,0
삼성,승,0,2,0,1,0,1,0,0,-1,-1,-1,-1,4,7,1,0,-1,-1,-1,-1,-1,-1,2020,8,25,1,삼성,LG,0
한화,패,0,2,0,0,0,0,1,0,0,-1,-1,-1,3,11,0,6,-1,-1,-1,-1,-1,-1,2020,8,25,1,NC,한화,0
NC,승,4,0,0,0,4,1,1,1,-1,-1,-1,-1,11,15,0,2,-1,-1,-1,-1,-1,-1,2020,8,25,1,NC,한화,0
키움,승,0,2,1,0,0,0,0,1,0,-1,-1,-1,4,10,0,7,-1,-1,-1,-1,-1,-1,2020,8,25,1,KT,키움,0
KT,패,0,0,0,0,0,1,0,0,0,-1,-1,-1,1,5,3,1,-1,-1,-1,-1,-1,-1,2020,8,25,1,KT,키움,0
KIA,승,3,0,0,0,0,1,0,0,3,-1,-1,-1,7,15,1,4,-1,-1,-1,-1,-1,-1,2020,8,26,2,두산,KIA,0
두산,패,0,1,1,0,0,0,0,1,2,-1,-1,-1,5,11,0,6,-1,-1,-1,-1,-1,-1,2020,8,26,2,두산,KIA,0
SK,패,0,0,0,0,0,1,0,0,0,-1,-1,-1,1,4,0,2,-1,-1,-1,-1,-1,-1,2020,8,26,2,롯데,SK,0
롯데,승,1,0,0,0,0,0,0,2,-1,-1,-1,-1,3,4,0,9,-1,-1,-1,-1,-1,-1,2020,8,26,2,롯데,SK,0
LG,승,1,0,2,1,0,0,0,4,0,-1,-1,-1,8,10,1,3,-1,-1,-1,-1,-1,-1,2020,8,26,2,삼성,LG,0
삼성,패,5,0,0,0,0,0,0,0,0,-1,-1,-1,5,9,0,2,-1,-1,-1,-1,-1,-1,2020,8,26,2,삼성,LG,0
한화,패,0,0,0,0,4,0,0,0,1,-1,-1,-1,5,7,2,5,-1,-1,-1,-1,-1,-1,2020,8,26,2,NC,한화,0
NC,승,2,0,3,3,0,0,1,0,-1,-1,-1,-1,9,11,2,4,-1,-1,-1,-1,-1,-1,2020,8,26,2,NC,한화,0
키움,패,0,0,0,1,4,0,0,0,0,0,-1,-1,5,8,1,3,-1,-1,-1,-1,-1,-1,2020,8,26,2,KT,키움,0
KT,승,0,0,0,0,0,3,0,2,0,1,-1,-1,6,10,0,7,-1,-1,-1,-1,-1,-1,2020,8,26,2,KT,키움,0
KT,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,2,1,6,-1,-1,-1,-1,-1,-1,2020,8,27,3,LG,KT,0
LG,승,1,1,0,0,0,0,0,0,-1,-1,-1,-1,2,6,0,2,-1,-1,-1,-1,-1,-1,2020,8,27,3,LG,KT,0
KIA,패,0,0,2,0,0,0,0,0,2,-1,-1,-1,4,8,1,3,-1,-1,-1,-1,-1,-1,2020,8,27,3,SK,KIA,0
SK,승,2,2,0,0,0,0,1,5,-1,-1,-1,-1,10,14,0,3,-1,-1,-1,-1,-1,-1,2020,8,27,3,SK,KIA,0
키움,승,1,1,1,5,0,0,2,0,1,-1,-1,-1,11,15,0,4,-1,-1,-1,-1,-1,-1,2020,8,27,3,롯데,키움,0
롯데,패,0,1,1,1,0,0,0,0,3,-1,-1,-1,6,12,2,6,-1,-1,-1,-1,-1,-1,2020,8,27,3,롯데,키움,0
두산,패,1,0,1,0,0,0,0,0,0,-1,-1,-1,2,13,1,2,-1,-1,-1,-1,-1,-1,2020,8,27,3,NC,두산,0
NC,승,4,0,1,2,0,1,0,0,-1,-1,-1,-1,8,13,0,5,-1,-1,-1,-1,-1,-1,2020,8,27,3,NC,두산,0
삼성,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,8,0,1,-1,-1,-1,-1,-1,-1,2020,8,27,3,한화,삼성,0
한화,승,0,0,1,0,3,0,3,0,-1,-1,-1,-1,7,11,1,4,-1,-1,-1,-1,-1,-1,2020,8,27,3,한화,삼성,0
KT,패,0,1,0,1,0,3,0,0,0,0,0,-1,5,5,0,4,-1,-1,-1,-1,-1,-1,2020,8,28,4,LG,KT,0
LG,승,1,0,0,0,0,0,3,1,0,0,1,-1,6,12,0,5,-1,-1,-1,-1,-1,-1,2020,8,28,4,LG,KT,0
KIA,승,0,0,0,1,0,6,0,4,0,-1,-1,-1,11,13,1,4,-1,-1,-1,-1,-1,-1,2020,8,28,4,SK,KIA,0
SK,패,0,0,1,0,0,0,0,7,0,-1,-1,-1,8,11,1,9,-1,-1,-1,-1,-1,-1,2020,8,28,4,SK,KIA,0
