date,away,home,gameid
20070616,OB,SK,OBSK0
20070617,LT,HH,LTHH0
20070617,OB,SK,OBSK0
20070617,HT,LG,HTLG0
20070617,HD,SS,HDSS0
20070619,OB,HD,OBHD0
20070619,HH,HT,HHHT0
20070619,SS,LG,SSLG0
20070619,SK,LT,SKLT0
20070620,SK,LT,SKLT0
20070620,OB,HD,OBHD0
20070620,HH,HT,HHHT0
20070620,SS,LG,SSLG0
20070622,LG,SK,LGSK0
20070622,LT,HD,LTHD0
20070622,HH,SS,HHSS0
20070622,HT,OB,HTOB0
20070623,LG,SK,LGSK0
20070623,LT,HD,LTHD0
20070623,HT,OB,HTOB0
20070624,LG,SK,LGSK0
20070624,HT,OB,HTOB0
20070624,HH,SS,HHSS0
20070626,OB,SS,OBSS0
20070626,HD,LG,HDLG0
20070626,LT,SK,LTSK0
20070626,HT,HH,HTHH0
20070627,OB,SS,OBSS0
20070627,HD,LG,HDLG0
20070627,LT,SK,LTSK0
20070627,HT,HH,HTHH0
20070628,OB,SS,OBSS0
20070628,HD,LG,HDLG0
20070628,LT,SK,LTSK0
20070629,SK,HD,SKHD0
20070629,SS,LT,SSLT0
20070629,LG,HT,LGHT0
20070629,HH,OB,HHOB0
20070630,LG,HT,LGHT0
20070630,HH,OB,HHOB0
20070630,SS,LT,SSLT0
20070630,SK,HD,SKHD0
20070703,SK,SS,SKSS0
20070703,OB,LG,OBLG0
20070703,HT,LT,HTLT0
20070703,HD,HH,HDHH0
20070704,SK,SS,SKSS0
20070704,OB,LG,OBLG0
20070704,HT,LT,HTLT0
20070704,HD,HH,HDHH0
20070705,HD,HH,HDHH0
20070705,HT,LT,HTLT0
20070705,OB,LG,OBLG0
20070705,SK,SS,SKSS0
20070706,OB,SS,OBSS0
20070706,HH,LG,HHLG0
20070706,LT,SK,LTSK0
20070706,HT,HD,HTHD0
20070707,OB,SS,OBSS0
20070707,HH,LG,HHLG0
20070707,LT,SK,LTSK0
20070707,HT,HD,HTHD0
20070708,OB,SS,OBSS0
20070708,HH,LG,HHLG0
20070708,LT,SK,LTSK0
20070708,HT,HD,HTHD0
20070710,HD,OB,HDOB0
20070711,SK,HH,SKHH0
20070711,SS,HT,SSHT0
20070712,LG,LT,LGLT0
20070712,SS,HT,SSHT0
20070712,HD,OB,HDOB0
20070712,SK,HH,SKHH0
20070713,HT,LG,HTLG0
20070713,OB,SK,OBSK0
20070713,SS,HD,SSHD0
20070713,LT,HH,LTHH0
20070714,HT,LG,HTLG0
20070714,OB,SK,OBSK0
20070714,SS,HD,SSHD0
20070714,LT,HH,LTHH0
20070715,LT,HH,LTHH0
20070715,SS,HD,SSHD0
20070715,OB,SK,OBSK0
20070715,HT,LG,HTLG0
20070720,HH,SS,HHSS0
20070720,LG,OB,LGOB0
20070720,SK,LT,SKLT0
20070720,HT,HD,HTHD0
20070721,HH,SS,HHSS0
20070721,LG,OB,LGOB0
20070721,SK,LT,SKLT0
20070721,HT,HD,HTHD0
20070722,HH,SS,HHSS0
20070722,LG,OB,LGOB0
20070722,SK,LT,SKLT0
20070722,HT,HD,HTHD0
20070724,SS,OB,SSOB0
20070724,LT,HT,LTHT0
20070725,LT,HT,LTHT0
20070725,SS,OB,SSOB0
20070725,HD,SK,HDSK0
20070725,LG,HH,LGHH0
20070726,LT,HT,LTHT0
20070726,SS,OB,SSOB0
20070726,HD,SK,HDSK0
20070726,LG,HH,LGHH0
20070727,SS,HT,SSHT0
20070727,HD,LG,HDLG0
20070727,OB,LT,OBLT0
20070727,SK,HH,SKHH0
20070728,SK,HH,SKHH0
20070728,OB,LT,OBLT0
20070728,HD,LG,HDLG0
20070728,SS,HT,SSHT0
20070729,SS,HT,SSHT0
20070729,HD,LG,HDLG0
20070731,LG,SS,LGSS0
20070731,HH,OB,HHOB0
20070731,HT,SK,HTSK0
20070731,LT,HD,LTHD0
20070801,LG,SS,LGSS0
20070801,HH,OB,HHOB0
20070801,HT,SK,HTSK0
20070801,LT,HD,LTHD0
20070802,LT,HD,LTHD0
20070802,HT,SK,HTSK0
20070802,LG,SS,LGSS0
20070802,HH,OB,HHOB0
20070803,SK,SS,SKSS0
20070803,LT,HT,LTHT0
20070803,OB,LG,OBLG0
20070803,HD,HH,HDHH0
20070804,LT,HT,LTHT0
20070804,SK,SS,SKSS0
20070804,OB,LG,OBLG0
20070805,LT,HT,LTHT0
20070805,SK,SS,SKSS0
20070805,OB,LG,OBLG0
20070805,HD,HH,HDHH0
20070808,SK,LG,SKLG0
20070808,SS,LT,SSLT0
20070809,HT,HH,HTHH0
20070809,SS,LT,SSLT0
20070810,LT,OB,LTOB0
20070810,HH,SK,HHSK0
20070810,HD,SS,HDSS0
20070810,LG,HT,LGHT0
20070811,HD,SS,HDSS0
20070811,LG,HT,LGHT0
20070811,LT,OB,LTOB0
20070811,HH,SK,HHSK0
20070812,LT,OB,LTOB0
20070812,HH,SK,HHSK0
20070815,HT,OB,HTOB0
20070815,LG,LT,LGLT0
20070815,HH,HD,HHHD0
20070816,HH,HD,HHHD0
20070816,LG,LT,LGLT0
20070816,HT,OB,HTOB0
20070816,SS,SK,SSSK0
20070817,SK,HT,SKHT0
20070817,SS,LG,SSLG0
20070817,HD,LT,HDLT0
20070817,OB,HH,OBHH0
20070818,SK,HT,SKHT0
20070818,SS,LG,SSLG0
20070818,HD,LT,HDLT0
20070818,OB,HH,OBHH0
20070819,OB,HH,OBHH0
20070819,SK,HT,SKHT0
20070819,SS,LG,SSLG0
20070819,HD,LT,HDLT0
20070821,HH,HT,HHHT0
20070821,SK,OB,SKOB0
20070821,LG,HD,LGHD0
20070821,LT,SS,LTSS0
20070822,SK,OB,SKOB0
20070822,LG,HD,LGHD0
20070823,LT,SS,LTSS0
20070823,HH,HT,HHHT0
20070823,SK,OB,SKOB0
20070823,LG,HD,LGHD0
20070824,HD,OB,HDOB0
20070824,LG,SK,LGSK0
20070824,HH,LT,HHLT0
20070824,HT,SS,HTSS0
20070825,HH,LT,HHLT0
20070825,HT,SS,HTSS0
20070825,HD,OB,HDOB0
20070825,LG,SK,LGSK0
20070826,HH,LT,HHLT0
20070826,HD,OB,HDOB0
20070826,LG,SK,LGSK0
20070828,OB,HT,OBHT0
20070828,LT,LG,LTLG0
20070828,SK,HD,SKHD0
20070828,SS,HH,SSHH0
20070829,LT,LG,LTLG0
20070830,LT,LG,LTLG0
20070830,SK,HD,SKHD0
20070831,HD,HT,HDHT0
20070831,HH,LG,HHLG0
20070831,SS,SK,SSSK0
20070831,OB,LT,OBLT0
20070902,HH,LG,HHLG0
20070902,OB,LT,OBLT0
20070902,SS,SK,SSSK0
20070904,LG,HD,LGHD0
20070904,HT,OB,HTOB0
20070905,HD,LT,HDLT0
20070907,HD,SS,HDSS0
20070907,SK,LG,SKLG0
20070907,HT,HH,HTHH0
20070908,SS,LG,SSLG0
20070908,HH,SK,HHSK0
20070908,OB,LT,OBLT0
20070909,SS,LG,SSLG0
20070909,OB,LT,OBLT0
20070909,HD,HH,HDHH0
20070911,HH,HT,HHHT0
20070911,LT,LG,LTLG0
20070911,OB,HD,OBHD0
20070912,OB,HD,OBHD0
20070912,LG,HH,LGHH0
20070912,LT,SK,LTSK0
20070913,HH,SS,HHSS0
20070913,LG,HT,LGHT0
20070913,LT,HD,LTHD0
20070915,HH,OB,HHOB0
20070915,HD,SK,HDSK0
20070918,HH,HD,HHHD0
20070918,SS,HT,SSHT0
20070918,OB,LG,OBLG0
20070920,LG,LT,LGLT0
20070920,SS,SK,SSSK0
20070920,OB,HD,OBHD0
20070921,LG,LT,LGLT0
20070921,OB,HD,OBHD0
20070921,SK,HH,SKHH0
20070922,HT,HD,HTHD0
20070922,LG,LT,LGLT0
20070922,SS,OB,SSOB0
20070923,SS,SK,SSSK0
20070925,OB,HT,OBHT0
20070925,SS,HH,SSHH0
20070926,OB,HT,OBHT0
20070926,SK,LG,SKLG0
20070926,SS,HH,SSHH0
20070927,HD,HT,HDHT0
20070927,SS,HH,SSHH0
20070928,HD,HT,HDHT0
20070928,SK,LG,SKLG0
20070929,LT,SS,LTSS0
20070929,HT,HH,HTHH0
20070930,HD,SS,HDSS0
20070930,HT,HH,HTHH0
20071001,SK,HD,SKHD0
20071001,OB,LT,OBLT0
20071001,HT,SS,HTSS0
20071001,HH,LG,HHLG0
20071002,SS,SK,SSSK0
20071003,HH,SS,HHSS0
20071003,LG,HT,LGHT0
20071003,HD,OB,HDOB0
20071003,SK,LT,SKLT0
20071004,LG,HT,LGHT0
20071004,HH,OB,HHOB0
20071004,SS,LT,SSLT0
20071004,SK,HD,SKHD0
20071005,SS,LT,SSLT0
20071005,HH,HD,HHHD0
20071006,SK,HH,SKHH0
20071019,HH,HT,HHHT0
