date,away,home,gameid
20070406,OB,SS,OBSS0
20070406,SK,HH,SKHH0
20070406,LT,HD,LTHD0
20070406,HT,LG,HTLG0
20070407,HT,LG,HTLG0
20070407,OB,SS,OBSS0
20070407,LT,HD,LTHD0
20070407,SK,HH,SKHH0
20070408,LT,HD,LTHD0
20070408,HT,LG,HTLG0
20070408,OB,SS,OBSS0
20070408,SK,HH,SKHH0
20070410,HD,HT,HDHT0
20070410,SS,SK,SSSK0
20070410,LG,LT,LGLT0
20070411,LG,LT,LGLT0
20070411,SS,SK,SSSK0
20070411,HD,HT,HDHT0
20070411,HH,OB,HHOB0
20070412,HD,HT,HDHT0
20070412,HH,OB,HHOB0
20070412,SS,SK,SSSK0
20070412,LG,LT,LGLT0
20070413,SS,HT,SSHT0
20070413,SK,OB,SKOB0
20070413,LT,HH,LTHH0
20070414,SS,HT,SSHT0
20070414,SK,OB,SKOB0
20070414,LG,HD,LGHD0
20070414,LT,HH,LTHH0
20070415,LG,HD,LGHD0
20070415,SK,OB,SKOB0
20070415,LT,HH,LTHH0
20070415,SS,HT,SSHT0
20070417,LT,SS,LTSS0
20070417,HH,LG,HHLG0
20070417,HT,SK,HTSK0
20070417,OB,HD,OBHD0
20070418,LT,SS,LTSS0
20070418,HH,LG,HHLG0
20070418,HT,SK,HTSK0
20070418,OB,HD,OBHD0
20070419,HT,SK,HTSK0
20070419,LT,SS,LTSS0
20070419,HH,LG,HHLG0
20070419,OB,HD,OBHD0
20070420,HD,LT,HDLT0
20070420,OB,HT,OBHT0
20070421,OB,HT,OBHT0
20070421,SS,LG,SSLG0
20070421,HH,SK,HHSK0
20070421,HD,LT,HDLT0
20070422,OB,HT,OBHT0
20070422,SS,LG,SSLG0
20070422,HH,SK,HHSK0
20070422,HD,LT,HDLT0
20070424,HD,OB,HDOB0
20070424,LG,HH,LGHH0
20070424,HT,SS,HTSS0
20070424,SK,LT,SKLT0
20070425,HD,OB,HDOB0
20070425,LG,HH,LGHH0
20070425,HT,SS,HTSS0
20070425,SK,LT,SKLT0
20070426,HT,SS,HTSS0
20070426,SK,LT,SKLT0
20070426,HD,OB,HDOB0
20070426,LG,HH,LGHH0
20070427,HH,HT,HHHT0
20070427,LT,OB,LTOB0
20070427,LG,SK,LGSK0
20070427,SS,HD,SSHD0
20070428,HH,HT,HHHT0
20070428,LT,OB,LTOB0
20070428,LG,SK,LGSK0
20070428,SS,HD,SSHD0
20070429,SS,HD,SSHD0
20070429,LG,SK,LGSK0
20070429,LT,OB,LTOB0
20070429,HH,HT,HHHT0
20070501,HD,LG,HDLG0
20070501,OB,SK,OBSK0
20070501,HT,LT,HTLT0
20070502,HH,SS,HHSS0
20070502,HD,LG,HDLG0
20070502,OB,SK,OBSK0
20070502,HT,LT,HTLT0
20070503,HT,LT,HTLT0
20070503,HH,SS,HHSS0
20070503,HD,LG,HDLG0
20070503,OB,SK,OBSK0
20070504,SK,HD,SKHD0
20070504,HT,HH,HTHH0
20070504,LG,OB,LGOB0
20070504,SS,LT,SSLT0
20070505,LG,OB,LGOB0
20070505,SS,LT,SSLT0
20070505,SK,HD,SKHD0
20070505,HT,HH,HTHH0
20070506,LG,OB,LGOB0
20070506,SS,LT,SSLT0
20070506,SK,HD,SKHD0
20070506,HT,HH,HTHH0
20070508,LG,HT,LGHT0
20070508,SS,OB,SSOB0
20070508,LT,SK,LTSK0
20070508,HH,HD,HHHD0
20070510,HH,HD,HHHD0
20070510,LT,SK,LTSK0
20070510,LG,HT,LGHT0
20070510,SS,OB,SSOB0
20070511,HD,SS,HDSS0
20070511,SK,HT,SKHT0
20070511,LT,LG,LTLG0
20070511,OB,HH,OBHH0
20070512,SK,HT,SKHT0
20070512,OB,HH,OBHH0
20070513,OB,HH,OBHH0
20070513,LT,LG,LTLG0
20070513,HD,SS,HDSS0
20070513,SK,HT,SKHT0
20070515,OB,LT,OBLT0
20070515,SK,LG,SKLG0
20070515,HT,HD,HTHD0
20070515,SS,HH,SSHH0
20070517,SS,HH,SSHH0
20070517,HT,HD,HTHD0
20070517,OB,LT,OBLT0
20070517,SK,LG,SKLG0
20070518,LG,SS,LGSS0
20070518,HT,OB,HTOB0
20070518,HD,SK,HDSK0
20070518,HH,LT,HHLT0
20070519,LG,SS,LGSS0
20070519,HT,OB,HTOB0
20070519,HD,SK,HDSK0
20070519,HH,LT,HHLT0
20070520,HH,LT,HHLT0
20070520,LG,SS,LGSS0
20070520,HT,OB,HTOB0
20070520,HD,SK,HDSK0
20070522,HD,HH,HDHH0
20070522,OB,LG,OBLG0
20070522,LT,HT,LTHT0
20070522,SK,SS,SKSS0
20070523,SK,SS,SKSS0
20070523,LT,HT,LTHT0
20070523,OB,LG,OBLG0
20070523,HD,HH,HDHH0
20070524,LT,HT,LTHT0
20070524,SK,SS,SKSS0
20070524,HD,HH,HDHH0
20070525,LT,LG,LTLG0
20070525,HT,SK,HTSK0
20070525,SS,HD,SSHD0
20070525,OB,HH,OBHH0
20070526,OB,HH,OBHH0
20070526,SS,HD,SSHD0
20070526,LT,LG,LTLG0
20070526,HT,SK,HTSK0
20070527,LT,LG,LTLG0
20070527,HT,SK,HTSK0
20070527,SS,HD,SSHD0
20070527,OB,HH,OBHH0
20070529,LG,SS,LGSS0
20070529,HD,HT,HDHT0
20070529,SK,OB,SKOB0
20070529,HH,LT,HHLT0
20070530,HH,LT,HHLT0
20070530,LG,SS,LGSS0
20070530,HD,HT,HDHT0
20070530,SK,OB,SKOB0
20070531,HH,LT,HHLT0
20070531,SK,OB,SKOB0
20070531,HD,HT,HDHT0
20070531,LG,SS,LGSS0
20070601,LG,OB,LGOB0
20070601,HD,SK,HDSK0
20070601,HT,LT,HTLT0
20070601,SS,HH,SSHH0
20070602,SS,HH,SSHH0
20070602,LG,OB,LGOB0
20070602,HD,SK,HDSK0
20070602,HT,LT,HTLT0
20070603,HT,LT,HTLT0
20070603,SS,HH,SSHH0
20070603,LG,OB,LGOB0
20070603,HD,SK,HDSK0
20070605,HH,HD,HHHD0
20070605,SK,LG,SKLG0
20070605,OB,HT,OBHT0
20070605,LT,SS,LTSS0
20070606,OB,HT,OBHT0
20070606,LT,SS,LTSS0
20070606,SK,LG,SKLG0
20070606,HH,HD,HHHD0
20070607,LT,SS,LTSS0
20070607,OB,HT,OBHT0
20070607,SK,LG,SKLG0
20070607,HH,HD,HHHD0
20070608,SK,HT,SKHT0
20070608,SS,OB,SSOB0
20070608,LG,HH,LGHH0
20070609,HD,LT,HDLT0
20070609,LG,HH,LGHH0
20070609,SK,HT,SKHT0
20070609,SS,OB,SSOB0
20070610,SK,HT,SKHT0
20070610,SS,OB,SSOB0
20070610,HD,LT,HDLT0
20070610,LG,HH,LGHH0
20070612,LG,HD,LGHD0
20070612,HT,SS,HTSS0
20070612,LT,OB,LTOB0
20070612,HH,SK,HHSK0
20070613,LG,HD,LGHD0
20070613,HH,SK,HHSK0
20070613,HT,SS,HTSS0
20070613,LT,OB,LTOB0
20070614,LG,HD,LGHD0
20070614,HH,SK,HHSK0
20070614,HT,SS,HTSS0
20070614,LT,OB,LTOB0
20070615,HD,SS,HDSS0
20070615,HT,LG,HTLG0
20070615,OB,SK,OBSK0
20070615,LT,HH,LTHH0
20070616,LT,HH,LTHH0
20070616,HD,SS,HDSS0
20070616,HT,LG,HTLG0
