date,gameid
20190323,HHOB0
20190323,KTSK0
20190323,WOLT0
20190323,SSNC0
20190323,LGHT0
20190324,HHOB0
20190324,KTSK0
20190324,WOLT0
20190324,SSNC0
20190324,LGHT0
20190326,SSLT0
20190326,LGSK0
20190326,HHHT0
20190326,KTNC0
20190326,WOOB0
20190327,WOOB0
20190327,LGSK0
20190327,SSLT0
20190327,KTNC0
20190327,HHHT0
20190328,LGSK0
20190328,KTNC0
20190328,WOOB0
20190328,HHHT0
20190328,SSLT0
20190329,LTLG0
20190329,OBSS0
20190329,HTKT0
20190329,SKWO0
20190329,NCHH0
20190330,OBSS0
20190330,SKWO0
20190330,LTLG0
20190330,NCHH0
20190330,HTKT0
20190331,LTLG0
20190331,OBSS0
20190331,HTKT0
20190331,SKWO0
20190331,NCHH0
20190402,HTSS0
20190402,WONC0
20190402,KTOB0
20190402,LTSK0
20190402,LGHH0
20190403,KTOB0
20190403,WONC0
20190403,LTSK0
20190403,HTSS0
20190403,LGHH0
20190404,KTOB0
20190404,LTSK0
20190404,HTSS0
20190404,WONC0
20190404,LGHH0
20190405,NCOB0
20190405,SSSK0
20190405,HHLT0
20190405,LGKT0
20190405,WOHT0
20190406,HHLT0
20190406,SSSK0
20190406,WOHT0
20190406,LGKT0
20190406,NCOB0
20190407,NCOB0
20190407,SSSK0
20190407,HHLT0
20190407,LGKT0
20190409,KTWO0
20190410,SSLG0
20190410,OBLT0
20190410,NCHT0
20190410,KTWO0
20190410,SKHH0
20190411,SSLG0
20190411,SKHH0
20190411,OBLT0
20190411,KTWO0
20190411,NCHT0
20190412,OBLG0
20190412,HTSK0
20190412,KTSS0
20190412,HHWO0
20190412,LTNC0
20190413,KTSS0
20190413,LTNC0
20190413,OBLG0
20190413,HTSK0
20190413,HHWO0
20190414,OBLG0
20190414,LTNC0
20190414,HTSK0
20190414,KTSS0
20190414,HHWO0
20190416,SKOB0
20190416,HTLT0
20190416,LGNC0
20190416,HHKT0
20190416,WOSS0
20190417,SKOB0
20190417,WOSS0
20190417,HTLT0
20190417,HHKT0
20190417,LGNC0
20190418,SKOB0
20190418,HTLT0
20190418,LGNC0
20190418,HHKT0
