date,away,home,gameid
20010703,HT,SS,HTSS0
20010703,OB,LT,OBLT0
20010703,HD,LG,HDLG0
20010703,SK,HH,SKHH0
20010704,OB,LT,OBLT0
20010704,HT,SS,HTSS0
20010704,HD,LG,HDLG0
20010704,SK,HH,SKHH0
20010705,HD,LG,HDLG0
20010705,SK,HH,SKHH0
20010706,HD,SS,HDSS0
20010706,LG,SK,LGSK0
20010706,HH,OB,HHOB0
20010707,HH,OB,HHOB0
20010707,LT,HT,LTHT0
20010707,HD,SS,HDSS0
20010707,LG,SK,LGSK0
20010708,HH,OB,HHOB0
20010708,LG,SK,LGSK0
20010708,HD,SS,HDSS0
20010708,LT,HT,LTHT1
20010708,LT,HT,LTHT2
20010710,LG,HH,LGHH0
20010711,LT,HD,LTHD0
20010711,HT,OB,HTOB1
20010711,HT,OB,HTOB2
20010711,SS,SK,SSSK0
20010711,LG,HH,LGHH0
20010712,HT,OB,HTOB0
20010712,LT,HD,LTHD0
20010712,SS,SK,SSSK0
20010713,HH,HT,HHHT0
20010713,SK,LT,SKLT0
20010714,SK,LT,SKLT0
20010715,SK,LT,SKLT0
20010721,HD,HT,HDHT0
20010721,LT,SS,LTSS0
20010722,LT,SS,LTSS0
20010722,HD,HT,HDHT0
20010723,HH,SK,HHSK0
20010723,OB,LG,OBLG0
20010724,SK,OB,SKOB0
20010724,HT,LT,HTLT0
20010724,LG,HD,LGHD0
20010724,SS,HH,SSHH0
20010725,SK,OB,SKOB0
20010725,LG,HD,LGHD0
20010725,HT,LT,HTLT0
20010726,LG,HD,LGHD0
20010726,SS,HH,SSHH0
20010726,HT,LT,HTLT0
20010727,HH,LG,HHLG0
20010727,OB,LT,OBLT0
20010727,SK,HD,SKHD0
20010728,OB,LT,OBLT0
20010728,SK,HD,SKHD0
20010728,SS,HT,SSHT0
20010728,HH,LG,HHLG0
20010729,OB,LT,OBLT0
20010729,SS,HT,SSHT0
20010731,OB,SS,OBSS0
20010801,OB,SS,OBSS0
20010802,HT,SK,HTSK0
20010802,LT,LG,LTLG0
20010802,HD,HH,HDHH0
20010804,SS,HD,SSHD0
20010804,HH,OB,HHOB0
20010804,LG,SK,LGSK0
20010804,HT,LT,HTLT0
20010805,LG,SK,LGSK0
20010805,HH,OB,HHOB0
20010805,HT,LT,HTLT0
20010805,SS,HD,SSHD0
20010807,SK,HT,SKHT0
20010808,HD,OB,HDOB0
20010808,HH,LT,HHLT0
20010808,SK,HT,SKHT0
20010809,LG,SS,LGSS0
20010809,SK,HT,SKHT0
20010809,HD,OB,HDOB0
20010809,HH,LT,HHLT0
20010810,SK,SS,SKSS0
20010810,HT,LG,HTLG0
20010810,LT,HD,LTHD0
20010810,OB,HH,OBHH0
20010811,SK,SS,SKSS0
20010811,HT,LG,HTLG0
20010811,LT,HD,LTHD0
20010811,OB,HH,OBHH0
20010812,HT,LG,HTLG0
20010812,SK,SS,SKSS0
20010812,LT,HD,LTHD0
20010812,OB,HH,OBHH0
20010814,HD,SK,HDSK0
20010814,SS,OB,SSOB0
20010814,LG,LT,LGLT0
20010815,HD,SK,HDSK0
20010815,LG,LT,LGLT0
20010815,HT,HH,HTHH0
20010816,HT,HH,HTHH0
20010816,LG,LT,LGLT0
20010816,SS,OB,SSOB0
20010817,OB,SK,OBSK0
20010817,HH,SS,HHSS0
20010817,LT,HT,LTHT0
20010818,HH,SS,HHSS0
20010818,LT,HT,LTHT0
20010818,OB,SK,OBSK0
20010818,HD,LG,HDLG0
20010819,OB,SK,OBSK0
20010819,LT,HT,LTHT0
20010819,HD,LG,HDLG0
20010819,HH,SS,HHSS0
20010821,SS,HT,SSHT0
20010821,LG,OB,LGOB0
20010821,SK,LT,SKLT0
20010821,HH,HD,HHHD0
20010822,HH,HD,HHHD0
20010822,SK,LT,SKLT0
20010822,SS,HT,SSHT0
20010822,LG,OB,LGOB0
20010823,LG,OB,LGOB0
20010823,SK,LT,SKLT0
20010824,HT,HD,HTHD0
20010825,HT,HD,HTHD0
20010825,LT,OB,LTOB0
20010825,LG,HH,LGHH0
20010825,SS,SK,SSSK0
20010826,LG,HH,LGHH0
20010826,SS,SK,SSSK0
20010826,LT,OB,LTOB0
20010826,HT,HD,HTHD0
20010828,LT,SS,LTSS0
20010828,HD,LG,HDLG0
20010828,SK,HH,SKHH0
20010829,LT,SS,LTSS0
20010829,OB,HT,OBHT0
20010829,HD,LG,HDLG0
20010829,SK,HH,SKHH0
20010830,OB,HT,OBHT0
20010830,SK,HH,SKHH0
20010901,LG,HT,LGHT0
20010901,SS,HD,SSHD0
20010901,SK,OB,SKOB0
20010901,HH,LT,HHLT0
20010902,SS,HD,SSHD0
20010902,LG,HT,LGHT0
20010902,SK,OB,SKOB0
20010902,HH,LT,HHLT0
20010904,HT,SK,HTSK0
20010904,OB,SS,OBSS0
20010904,LT,LG,LTLG0
20010904,HH,HD,HHHD0
20010905,HH,HD,HHHD0
20010905,HT,SK,HTSK0
20010905,OB,SS,OBSS0
20010905,LT,LG,LTLG0
20010906,HT,SK,HTSK0
20010906,LT,LG,LTLG0
20010907,OB,HT,OBHT0
20010907,SS,LG,SSLG0
20010907,HD,LT,HDLT0
20010908,SS,LG,SSLG1
20010908,OB,HT,OBHT2
20010908,HD,LT,HDLT0
20010908,OB,HT,OBHT1
20010908,SS,LG,SSLG2
20010908,SK,HH,SKHH0
20010909,OB,HT,OBHT0
20010909,SS,LG,SSLG0
20010910,HD,LT,HDLT0
20010910,SK,HH,SKHH0
20010911,HH,OB,HHOB0
20010911,HT,SS,HTSS0
20010911,LG,HD,LGHD0
20010911,LT,SK,LTSK0
20010912,HT,SS,HTSS1
20010912,HT,SS,HTSS2
20010912,LT,SK,LTSK0
20010912,HH,OB,HHOB0
20010912,LG,HD,LGHD0
20010913,LT,SK,LTSK0
20010913,LG,HD,LGHD0
20010913,HT,SS,HTSS0
20010914,LT,HH,LTHH0
20010914,OB,LG,OBLG0
20010915,SK,SS,SKSS1
20010915,HD,HT,HDHT2
20010915,OB,LG,OBLG1
20010915,LT,HH,LTHH0
20010915,SK,SS,SKSS2
20010915,HD,HT,HDHT1
20010915,OB,LG,OBLG2
20010916,HD,HT,HDHT0
20010916,SK,SS,SKSS0
20010916,OB,LG,OBLG0
20010916,LT,HH,LTHH0
20010918,SS,LT,SSLT0
20010918,SK,LG,SKLG0
20010918,OB,HD,OBHD0
20010918,HT,HH,HTHH0
20010919,OB,HD,OBHD1
20010919,OB,HD,OBHD2
20010919,SS,LT,SSLT0
20010919,SK,LG,SKLG0
20010919,HT,HH,HTHH0
20010920,SK,LG,SKLG0
20010920,SS,LT,SSLT0
20010920,OB,HD,OBHD0
20010922,LG,HT,LGHT0
20010922,HD,SK,HDSK0
20010922,HH,SS,HHSS0
20010922,LT,OB,LTOB0
20010923,HD,SK,HDSK0
20010923,HH,SS,HHSS0
20010923,LG,HT,LGHT0
20010923,LT,OB,LTOB0
20010925,HH,SK,HHSK0
20010925,SS,LT,SSLT0
20010925,HT,OB,HTOB0
20010926,HH,SK,HHSK0
20010926,LG,SS,LGSS0
20010926,HD,OB,HDOB0
20010927,LG,SS,LGSS0
20010927,HD,HH,HDHH0
20010928,LG,SS,LGSS0
20010928,HD,HH,HDHH0
20010929,SS,HH,SSHH0
20010929,OB,LT,OBLT0
20011001,OB,HT,OBHT0
20011002,HH,HT,HHHT0
20011002,LG,LT,LGLT0
20011002,SK,HD,SKHD0
20011003,HH,HT,HHHT0
20011003,SS,OB,SSOB0
20011003,LG,LT,LGLT0
20011003,SK,HD,SKHD0
20011004,HH,LG,HHLG0
