date,away,home,gameid
20060408,LT,SS,LTSS0
20060408,LG,OB,LGOB0
20060408,HD,SK,HDSK0
20060408,HT,HH,HTHH0
20060409,LT,SS,LTSS0
20060409,LG,OB,LGOB0
20060409,HD,SK,HDSK0
20060409,HT,HH,HTHH0
20060411,SS,HD,SSHD0
20060411,HH,LG,HHLG0
20060412,OB,HT,OBHT0
20060412,HH,LG,HHLG0
20060412,SK,LT,SKLT0
20060412,SS,HD,SSHD0
20060413,SS,HD,SSHD0
20060413,SK,LT,SKLT0
20060413,HH,LG,HHLG0
20060413,OB,HT,OBHT0
20060414,SS,OB,SSOB0
20060414,LG,LT,LGLT0
20060414,HT,HD,HTHD0
20060414,SK,HH,SKHH0
20060415,SS,OB,SSOB0
20060415,LG,LT,LGLT0
20060415,HT,HD,HTHD0
20060415,SK,HH,SKHH0
20060416,SS,OB,SSOB0
20060416,LG,LT,LGLT0
20060416,HT,HD,HTHD0
20060416,SK,HH,SKHH0
20060418,LG,SK,LGSK0
20060418,HD,OB,HDOB0
20060418,LT,HT,LTHT0
20060418,HH,SS,HHSS0
20060419,LG,SK,LGSK0
20060420,HH,SS,HHSS0
20060420,LT,HT,LTHT0
20060420,HD,OB,HDOB0
20060420,LG,SK,LGSK0
20060421,HT,LG,HTLG0
20060421,SS,SK,SSSK0
20060421,HD,LT,HDLT0
20060421,OB,HH,OBHH0
20060422,HT,LG,HTLG0
20060422,SS,SK,SSSK0
20060422,HD,LT,HDLT0
20060422,OB,HH,OBHH0
20060423,OB,HH,OBHH0
20060423,HD,LT,HDLT0
20060425,LG,SS,LGSS0
20060425,SK,HT,SKHT0
20060425,LT,OB,LTOB0
20060425,HH,HD,HHHD0
20060426,LG,SS,LGSS0
20060426,SK,HT,SKHT0
20060426,LT,OB,LTOB0
20060426,HH,HD,HHHD0
20060427,LG,SS,LGSS0
20060427,SK,HT,SKHT0
20060427,LT,OB,LTOB0
20060427,HH,HD,HHHD0
20060428,HH,LT,HHLT0
20060428,OB,SK,OBSK0
20060428,SS,HT,SSHT0
20060428,HD,LG,HDLG0
20060429,SS,HT,SSHT0
20060429,HD,LG,HDLG0
20060429,OB,SK,OBSK0
20060429,HH,LT,HHLT0
20060430,SS,HT,SSHT0
20060430,HD,LG,HDLG0
20060430,OB,SK,OBSK0
20060430,HH,LT,HHLT0
20060502,LG,HH,LGHH0
20060502,SK,SS,SKSS0
20060502,HT,OB,HTOB0
20060502,LT,HD,LTHD0
20060503,LG,HH,LGHH0
