date,gameid
20220601,HTOB0
20220601,KTSK0
20220601,LGLT0
20220601,SSWO0
20220601,NCHH0
20220602,HTOB0
20220602,KTSK0
20220602,LGLT0
20220602,SSWO0
20220602,NCHH0
20220603,SKLG0
20220603,OBSS0
20220603,LTNC0
20220603,HTKT0
20220603,WOHH0
20220604,SKLG0
20220604,OBSS0
20220604,LTNC0
20220604,HTKT0
20220604,WOHH0
20220605,SKLG0
20220605,HTKT0
20220607,HHOB0
20220607,SSLT0
20220607,SKNC0
20220607,KTWO0
20220608,HHOB0
20220608,SSLT0
20220608,SKNC0
20220608,LGHT0
20220608,KTWO0
20220609,HHOB0
20220609,SSLT0
20220609,SKNC0
20220609,LGHT0
20220609,KTWO0
20220610,OBLG0
20220610,HHSK0
20220610,KTLT0
20220610,NCSS0
20220610,WOHT0
20220611,OBLG0
20220611,HHSK0
20220611,KTLT0
20220611,NCSS0
20220611,WOHT0
20220612,OBLG0
20220612,HHSK0
20220612,KTLT0
20220612,NCSS0
20220612,WOHT0
20220614,SSLG0
20220614,SKKT0
20220614,OBWO0
20220615,SSLG0
20220615,HTNC0
20220615,SKKT0
20220615,OBWO0
20220615,LTHH0
20220616,SSLG0
20220616,HTNC0
20220616,SKKT0
20220616,OBWO0
20220616,LTHH0
20220617,KTOB0
20220617,SKLT0
20220617,HHNC0
20220617,SSHT0
20220617,LGWO0
20220618,LGWO0
20220618,KTOB0
20220618,SKLT0
20220618,HHNC0
20220618,SSHT0
20220619,LGWO0
20220619,KTOB0
20220619,SKLT0
20220619,HHNC0
20220619,SSHT0
20220621,HHLG0
20220621,OBSK0
20220621,WOSS0
20220621,NCKT0
20220621,LTHT0
20220622,HHLG0
20220622,OBSK0
20220622,WOSS0
20220622,NCKT0
20220622,LTHT0
20220623,WOSS0
20220623,LTHT0
20220624,HTOB0
20220624,NCSK0
20220624,WOLT0
20220624,LGKT0
20220624,SSHH0
20220625,HTOB0
20220625,NCSK0
20220625,WOLT0
20220625,LGKT0
20220625,SSHH0
20220626,HTOB0
20220626,NCSK0
20220626,WOLT0
20220626,LGKT0
20220626,SSHH0
20220628,NCLG0
20220628,OBLT0
20220628,KTSS0
20220628,HTWO0
20220628,SKHH0
20220629,KTSS0
20220629,HTWO0
20220629,SKHH0
20220630,OBLT0
20220630,KTSS0
20220630,HTWO0
