date,gameid
20130601,LGHT0
20130601,WOOB0
20130601,LTSS0
20130601,NCHH0
20130602,LGHT0
20130602,WOOB0
20130602,LTSS0
20130602,NCHH0
20130604,SKNC0
20130604,SSWO0
20130604,OBLG0
20130604,HTLT0
20130605,SKNC0
20130605,SSWO0
20130605,OBLG0
20130605,HTLT0
20130606,SKNC0
20130606,SSWO0
20130606,OBLG0
20130606,HTLT0
20130607,HTWO0
20130607,LTLG0
20130607,HHSK0
20130607,OBSS0
20130608,HTWO0
20130608,LTLG0
20130608,HHSK0
20130608,OBSS0
20130609,HTWO0
20130609,LTLG0
20130609,HHSK0
20130609,OBSS0
20130611,NCHT0
20130611,SKOB0
20130611,LGHH0
20130612,NCHT0
20130612,SKOB0
20130612,WOLT0
20130613,NCHT0
20130613,SKOB0
20130613,WOLT0
20130613,LGHH0
20130614,SSNC0
20130614,WOLG0
20130614,HHLT0
20130615,SKHT0
20130615,SSNC0
20130615,WOLG0
20130615,HHLT0
20130616,SKHT0
20130616,SSNC0
20130616,WOLG0
20130616,HHLT0
20130619,LGNC0
20130619,LTOB0
20130619,SSSK0
20130619,HTHH0
20130620,LGNC0
20130620,LTOB0
20130620,SSSK0
20130620,HTHH0
20130621,NCWO0
20130621,HHOB0
20130621,LTSK0
20130621,LGSS0
20130622,NCWO0
20130622,HHOB0
20130622,LTSK0
20130622,LGSS0
20130623,NCWO0
20130623,HHOB0
20130623,LTSK0
20130623,LGSS0
20130625,SKWO0
20130626,OBHT0
20130626,SKWO0
20130626,NCLT0
20130626,SSHH0
20130627,OBHT0
20130627,SKWO0
20130627,NCLT0
20130628,OBNC0
20130628,SKLG0
20130628,HTSS0
20130628,WOHH0
20130629,OBNC0
20130629,SKLG0
20130629,HTSS0
20130629,WOHH0
20130630,OBNC0
20130630,SKLG0
20130630,HTSS0
20130630,WOHH0
