date,gameid
20200801,HHLG0
20200801,HTLT0
20200801,WOSS0
20200801,OBNC0
20200801,SKKT0
20200802,HTLT0
20200802,WOSS0
20200802,OBNC0
20200804,SSOB0
20200804,LTSK0
20200804,LGHT0
20200804,KTWO0
20200805,SSOB0
20200805,LGHT0
20200805,KTWO0
20200805,NCHH0
20200806,SSOB0
20200806,LTSK0
20200806,LGHT0
20200806,KTWO0
20200806,NCHH0
20200807,LTOB0
20200807,SSSK0
20200807,LGWO0
20200808,LTOB0
20200808,SSSK0
20200808,NCHT0
20200808,LGWO0
20200809,NCHT0
20200809,LGWO0
20200809,KTHH0
20200811,HTLG0
20200811,OBSS0
20200811,SKKT0
20200811,HHWO0
20200812,HTLG0
20200812,NCLT0
20200812,OBSS0
20200812,SKKT0
20200812,HHWO0
20200813,HTLG0
20200813,NCLT0
20200813,OBSS0
20200813,SKKT0
20200813,HHWO0
20200814,KTOB0
20200814,WOLT0
20200814,LGNC0
20200814,SKHT0
20200814,SSHH0
20200815,KTOB0
20200815,WOLT0
20200815,LGNC0
20200815,SKHT0
20200815,SSHH0
20200816,KTOB0
20200816,WOLT0
20200816,LGNC0
20200816,SKHT0
20200816,SSHH0
20200818,HTLG0
20200818,HHSK0
20200818,OBLT0
20200818,KTSS0
20200818,WONC0
20200819,HTLG0
20200819,HHSK0
20200819,OBLT0
20200819,KTSS0
20200819,WONC0
20200820,LTOB0
20200820,SSSK0
20200820,NCHT0
20200820,LGWO0
20200820,KTHH0
20200821,LTOB0
20200821,SSSK0
20200821,NCHT0
20200821,LGWO0
20200821,KTHH0
20200822,OBSK0
20200822,LTSS0
20200822,HTWO0
20200823,HHLG0
20200823,OBSK0
20200823,LTSS0
20200823,NCKT0
20200823,HTWO0
20200824,HHLG0
20200824,NCKT0
20200825,HTOB0
20200825,SKLT0
20200825,LGSS0
20200825,HHNC0
20200825,WOKT0
20200826,HTOB0
20200826,SKLT0
20200826,LGSS0
20200826,HHNC0
20200826,WOKT0
20200827,KTLG0
20200827,HTSK0
20200827,WOLT0
20200827,OBNC0
20200827,SSHH0
20200828,KTLG0
20200828,HTSK0
20200828,WOLT0
20200828,OBNC0
20200829,OBLG0
20200829,HHLT0
20200829,SKNC0
20200829,SSWO0
20200830,KTHT1
20200830,OBLG0
20200830,HHLT0
20200830,SKNC0
20200830,SSWO0
20200830,KTHT2
