date,gameid
20120801,HHLG0
20120801,WOSK0
20120801,HTLT0
20120801,OBSS0
20120802,HHLG0
20120802,WOSK0
20120802,HTLT0
20120802,OBSS0
20120803,LGWO0
20120803,HTOB0
20120803,SSLT0
20120803,SKHH0
20120804,LGWO0
20120804,HTOB0
20120804,SSLT0
20120804,SKHH0
20120805,LGWO0
20120805,HTOB0
20120805,SSLT0
20120805,SKHH0
20120807,WOHT0
20120807,LTLG0
20120807,SSSK0
20120807,OBHH0
20120808,WOHT0
20120808,LTLG0
20120808,SSSK0
20120808,OBHH0
20120809,WOHT0
20120809,LTLG0
20120809,SSSK0
20120809,OBHH0
20120810,HHWO0
20120810,SKOB0
20120810,LGSS0
20120811,HHWO0
20120811,LTHT0
20120811,SKOB0
20120811,LGSS0
20120812,LTHT0
20120812,LGSS0
20120814,SKLT0
20120814,HHSS0
20120815,SKLT0
20120815,HHSS0
20120816,OBWO0
20120816,HTLG0
20120816,SKLT0
20120817,SSOB0
20120817,HTSK0
20120817,WOLT0
20120817,LGHH0
20120818,SSOB0
20120818,HTSK0
20120818,WOLT0
20120818,LGHH0
20120819,SSOB0
20120819,HTSK0
20120819,WOLT0
20120819,LGHH0
20120821,LGHT0
20120821,LTSS0
20120822,LGHT0
20120822,WOOB0
20120822,HHSK0
20120823,LGHT0
20120823,WOOB0
20120823,HHSK0
20120824,SKWO0
20120824,SSLG0
20120824,OBLT0
20120825,SKWO0
20120825,SSLG0
20120825,OBLT0
20120825,HTHH0
20120826,SKWO0
20120826,SSLG0
20120826,OBLT0
20120826,HTHH0
20120829,SSHT0
20120829,LGOB0
20120829,LTSK0
20120829,WOHH0
20120831,HHHT0
20120831,LGLT0
20120831,WOSS0
