date,gameid
20120601,HHLG0
20120601,HTSK0
20120601,WOLT0
20120601,OBSS0
20120602,HHLG0
20120602,HTSK0
20120602,WOLT0
20120602,OBSS0
20120603,HHLG0
20120603,HTSK0
20120603,WOLT0
20120603,OBSS0
20120605,LGWO0
20120605,SSHT0
20120605,SKOB0
20120605,LTHH0
20120606,SKOB0
20120606,LTHH0
20120606,SSHT0
20120606,LGWO0
20120607,LGWO0
20120607,SSHT0
20120607,SKOB0
20120607,LTHH0
20120608,SSSK0
20120609,OBLG0
20120609,SSSK0
20120609,HTLT0
20120609,WOHH0
20120610,OBLG0
20120610,SSSK0
20120610,HTLT0
20120610,WOHH0
20120612,HTWO0
20120612,SKLG0
20120612,OBLT0
20120612,HHSS0
20120613,HTWO0
20120613,SKLG0
20120613,OBLT0
20120613,HHSS0
20120614,HTWO0
20120614,SKLG0
20120614,OBLT0
20120614,HHSS0
20120615,LGHT0
20120615,LTWO0
20120615,SSOB0
20120615,HHSK0
20120616,LGHT0
20120616,LTWO0
20120616,SSOB0
20120616,HHSK0
20120617,LGHT0
20120617,LTWO0
20120617,SSOB0
20120617,HHSK0
20120619,WOOB0
20120619,LTSK0
20120619,HTSS0
20120619,LGHH0
20120620,WOOB0
20120620,LTSK0
20120620,HTSS0
20120620,LGHH0
20120621,WOOB0
20120621,LTSK0
20120621,HTSS0
20120621,LGHH0
20120622,SKHT0
20120622,SSWO0
20120622,LTLG0
20120622,OBHH0
20120623,SKHT0
20120623,SSWO0
20120623,LTLG0
20120623,OBHH0
20120624,SKHT0
20120624,SSWO0
20120624,LTLG0
20120624,OBHH0
20120626,OBWO0
20120626,HTLG0
20120626,HHLT0
20120626,SKSS0
20120627,OBWO0
20120627,HTLG0
20120627,HHLT0
20120627,SKSS0
20120628,OBWO0
20120628,HTLG0
20120628,HHLT0
20120628,SKSS0
20120629,LTOB0
20120629,WOSS0
20120629,HTHH0
20120630,LTOB0
20120630,LGSK0
