date,gameid
20190702,HHLG0
20190702,LTSK0
20190702,SSKT0
20190702,NCHT0
20190702,OBWO0
20190703,HHLG0
20190703,OBWO0
20190703,LTSK0
20190703,NCHT0
20190703,SSKT0
20190704,HHLG0
20190704,LTSK0
20190704,SSKT0
20190704,NCHT0
20190704,OBWO0
20190705,SKOB0
20190705,SSNC0
20190705,LGHT0
20190705,KTHH0
20190705,LTWO0
20190706,LGHT0
20190706,LTWO0
20190706,KTHH0
20190706,SKOB0
20190706,SSNC0
20190707,SKOB0
20190707,SSNC0
20190707,LGHT0
20190707,LTWO0
20190707,KTHH0
20190709,OBLG0
20190709,NCLT0
20190709,HTSS0
20190709,WOKT0
20190709,SKHH0
20190711,OBLG0
20190711,SKHH0
20190711,NCLT0
20190711,WOKT0
20190711,HTSS0
20190712,SSLG0
20190712,WOSK0
20190712,HHHT0
20190712,OBLT0
20190712,KTNC0
20190713,SSLG0
20190713,WOSK0
20190713,OBLT0
20190713,KTNC0
20190713,HHHT0
20190714,SSLG0
20190714,KTNC0
20190714,WOSK0
20190714,OBLT0
20190714,HHHT0
20190716,KTOB0
20190716,LGSK0
20190716,SSWO0
20190716,NCHH0
20190717,LGSK0
20190717,SSWO0
20190717,KTOB0
20190717,NCHH0
20190717,LTHT0
20190718,KTOB0
20190718,LGSK0
20190718,LTHT0
20190718,SSWO0
20190718,NCHH0
20190726,HHSS0
20190726,NCWO0
20190726,SKLT0
20190727,HTOB0
20190727,SKLT0
20190727,HHSS0
20190727,LGKT0
20190727,NCWO0
20190728,SKLT0
20190728,LGKT0
20190728,NCWO0
20190728,HHSS0
20190730,WOLG0
20190730,HTSK0
20190730,LTSS0
20190730,OBNC0
20190730,HHKT0
20190731,LTSS0
20190731,OBNC0
20190731,WOLG0
20190731,HTSK0
20190731,HHKT0
