date,gameid
20190901,SSOB0
20190901,LGSK0
20190901,WONC0
20190901,LTHT0
20190901,KTHH0
20190903,WOOB0
20190903,HTHH0
20190903,NCSK0
20190903,LGKT0
20190903,SSLT0
20190904,SSLT0
20190904,HTHH0
20190905,HHNC0
20190905,SSWO0
20190906,HTKT0
20190906,HHNC0
20190906,SSWO0
20190906,LTLG0
20190907,NCSS0
20190907,WOHT0
20190907,LTHH0
20190908,OBLG0
20190908,NCSS0
20190908,SKKT0
20190908,WOHT0
20190908,LTHH0
20190910,HTLT0
20190910,LGHH0
20190910,KTSS0
20190911,NCOB0
20190911,WOSK0
20190911,HTLT0
20190911,KTSS0
20190911,LGHH0
20190912,HTOB0
20190912,SKLT0
20190912,NCKT0
20190912,LGWO0
20190913,HTOB0
20190913,SKLT0
20190913,HHSS0
20190913,NCKT0
20190913,LGWO0
20190914,OBSK0
20190914,WOKT0
20190914,HTLG0
20190914,LTHH0
20190914,SSNC0
20190915,OBLG0
20190915,KTSK0
20190915,SSNC0
20190915,LTHH0
20190916,WOOB0
20190916,HHSS0
20190916,LGKT0
20190917,NCHT0
20190917,WOHH0
20190918,NCSK0
20190918,LTHT0
20190918,LGSS0
20190919,OBSK1
20190919,HTSS0
20190919,LGNC0
20190919,OBSK2
20190920,HTOB0
20190920,WOSK0
20190920,KTLT0
20190920,SSHH0
20190921,HTOB0
20190921,SSKT0
20190922,LGOB0
20190923,HHLG0
20190923,NCLT0
20190923,HTKT0
20190924,SSLG0
20190924,OBNC0
20190924,SKKT0
20190924,WOHT0
20190925,SSSK0
20190925,OBLT0
20190925,HHNC0
20190926,HTLT0
20190926,OBSS0
20190926,HHNC0
20190926,LGKT0
20190927,SKSS0
20190927,NCLG0
20190928,HHOB0
20190928,SKSS0
20190928,NCKT0
20190928,LGHT0
20190929,OBLG0
20190929,WOLT0
20190929,SSKT0
20190929,SKHH0
20190930,LTLG0
20190930,SKHH0
