date,gameid
20190601,NCLG0
20190601,HHSK0
20190601,SSLT0
20190601,OBKT0
20190601,WOHT0
20190602,SSLT0
20190602,HHSK0
20190602,WOHT0
20190602,OBKT0
20190602,NCLG0
20190604,SKWO0
20190604,HHLT0
20190604,KTLG0
20190604,NCSS0
20190604,OBHT0
20190605,KTLG0
20190605,NCSS0
20190605,OBHT0
20190605,SKWO0
20190605,HHLT0
20190606,KTLG0
20190606,OBHT0
20190606,HHLT0
20190606,NCSS0
20190606,SKWO0
20190607,WOOB0
20190607,HTNC0
20190607,SSSK0
20190607,LGHH0
20190607,LTKT0
20190608,WOOB0
20190608,SSSK0
20190608,HTNC0
20190608,LTKT0
20190608,LGHH0
20190609,WOOB0
20190609,SSSK0
20190609,HTNC0
20190609,LTKT0
20190609,LGHH0
20190611,WONC0
20190611,LTLG0
20190611,SKKT0
20190611,OBHH0
20190611,SSHT0
20190612,LTLG0
20190612,WONC0
20190612,SKKT0
20190612,SSHT0
20190612,OBHH0
20190613,LTLG0
20190613,OBHH0
20190613,WONC0
20190613,SSHT0
20190613,SKKT0
20190614,KTSS0
20190614,HHWO0
20190614,LGOB0
20190614,NCSK0
20190615,LGOB0
20190615,NCSK0
20190615,HTLT0
20190615,KTSS0
20190615,HHWO0
20190616,LGOB0
20190616,NCSK0
20190616,HTLT0
20190616,KTSS0
20190616,HHWO0
20190618,NCOB0
20190618,LGSS0
20190618,SKHT0
20190618,KTWO0
20190618,LTHH0
20190619,NCOB0
20190619,LTHH0
20190619,LGSS0
20190619,KTWO0
20190619,SKHT0
20190620,NCOB0
20190620,LGSS0
20190620,SKHT0
20190620,KTWO0
20190620,LTHH0
20190621,HTLG0
20190621,OBSK0
20190621,NCKT0
20190621,SSHH0
20190621,WOLT0
20190622,WOLT0
20190622,OBSK0
20190622,SSHH0
20190622,NCKT0
20190622,HTLG0
20190623,HTLG0
20190623,OBSK0
20190623,WOLT0
20190623,NCKT0
20190623,SSHH0
20190625,SKLG0
20190625,KTLT0
20190625,HHNC0
20190625,HTWO0
20190625,OBSS0
20190626,SKLG0
20190626,HTWO0
20190627,SKLG0
20190627,OBSS0
20190627,KTLT0
20190627,HTWO0
20190627,HHNC0
20190628,LTOB0
20190628,SKSS0
20190628,HTKT0
20190628,WOHH0
20190628,LGNC0
20190629,LTOB0
20190629,HTKT0
20190630,LTOB0
20190630,SKSS0
20190630,LGNC0
20190630,HTKT0
20190630,WOHH0
