date,gameid
20160901,KTOB0
20160901,NCLT0
20160901,HTSS0
20160901,SKWO0
20160901,LGHH0
20160902,KTOB0
20160902,SKWO0
20160902,LGHH0
20160903,SKNC0
20160903,SSOB0
20160903,LGKT0
20160903,LTHT0
20160903,HHWO0
20160904,SSOB0
20160904,LGKT0
20160904,LTHT0
20160904,HHWO0
20160904,SKNC0
20160906,HHNC0
20160906,WOLG0
20160906,HTSK0
20160906,OBLT0
20160906,KTSS0
20160907,HHNC0
20160907,WOLG0
20160907,HTSK0
20160907,OBLT0
20160907,KTSS0
20160908,OBLG0
20160908,WOSK0
20160908,SSLT0
20160908,NCHT0
20160908,KTHH0
20160909,OBLG0
20160909,WOSK0
20160909,SSLT0
20160909,NCHT0
20160909,KTHH0
20160910,LTLG0
20160910,NCSS0
20160910,HTKT0
20160910,OBWO0
20160910,SKHH0
20160911,LTLG0
20160911,NCSS0
20160911,OBWO0
20160911,SKHH0
20160911,HTKT0
20160913,LGNC0
20160913,SKOB0
20160913,HHSS0
20160913,LTKT0
20160913,WOHT0
20160914,LGNC0
20160914,SKOB0
20160914,HHSS0
20160914,LTKT0
20160914,WOHT0
20160915,OBNC0
20160915,HTLG0
20160915,SSSK0
20160915,KTWO0
20160915,LTHH0
20160916,OBNC0
20160916,HTLG0
20160916,SSSK0
20160916,KTWO0
20160916,LTHH0
20160917,SSLG0
20160917,NCSK0
20160917,OBKT0
20160918,SSLG0
20160918,NCSK0
20160918,OBKT0
20160918,HTHH0
20160918,WOLT0
20160919,WOLT0
20160919,HTHH0
20160920,SSOB0
20160920,NCKT0
20160920,WOHT0
20160920,LGHH0
20160921,NCLG0
20160921,LTSS0
20160921,WOHT0
20160922,KTOB0
20160922,NCHH0
20160923,HTNC0
20160923,OBSS0
20160923,SKKT0
20160924,LTNC0
20160924,HHLG0
20160924,WOSS0
20160925,LTNC0
20160925,HHSK0
20160925,WOSS0
20160925,HTKT0
20160927,SSNC0
20160927,KTLT0
20160927,LGHT0
20160927,OBHH0
20160928,OBHH0
20160929,SSNC1
20160929,SSNC2
20160929,WOOB0
20160929,KTLT0
20160930,HHNC0
20160930,SKLG0
20160930,KTLT0
